Date,Cluster,Ticker,Action,Shares_Qty,Close,Final_Weight,Position,Score_MR,Score_Mom,Score_VB,Score_XSR,Score_Val
2015-11-09,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-09,cluster_healthcare_biotechnology,EXEL,WAIT,0,6.1,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_healthcare_biotechnology,EXEL,WAIT,0,6.33,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.42,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.4,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.48,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.64,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.8,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.74,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.58,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_healthcare_biotechnology,AXSM,WAIT,0,9.07,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.45,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_healthcare_biotechnology,AXSM,WAIT,0,9.06,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.55,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_healthcare_biotechnology,AXSM,WAIT,0,9.2,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.5,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.82,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.49,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_healthcare_biotechnology,AXSM,WAIT,0,9.19,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.47,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-30,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.83,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-30,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.72,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-01,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.73,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-01,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.76,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-02,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.79,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-02,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.64,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-03,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.6,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-03,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.36,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-04,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.6,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-04,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.4,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-07,cluster_healthcare_biotechnology,AXSM,WAIT,0,8.55,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-07,cluster_healthcare_biotechnology,EXEL,WAIT,0,5.16,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-08,cluster_healthcare_biotechnology,AXSM,OPEN_SHORT,57537402,8.69,-0.5,-1.0,,0.0,0.0,0.0,0.0
2015-12-08,cluster_healthcare_biotechnology,EXEL,OPEN_LONG,97276267,5.14,0.5,1.0,,0.0,0.0,1.0,0.0
2015-12-09,cluster_healthcare_biotechnology,AXSM,HOLD_SHORT,57670126,8.67,-0.5,-1.0,,0.0,0.0,0.0,0.0
2015-12-09,cluster_healthcare_biotechnology,EXEL,HOLD_LONG,103950105,4.81,0.5,1.0,,0.0,0.0,1.0,0.0
2015-12-10,cluster_healthcare_biotechnology,AXSM,OPEN_LONG,58275058,8.58,0.5,1.0,,0.0,0.0,1.0,0.0
2015-12-10,cluster_healthcare_biotechnology,EXEL,OPEN_SHORT,99601594,5.02,-0.5,-1.0,,0.0,0.0,0.0,0.0
