Date,MR_PATK,MR_TILE,Mom_PATK,Mom_TILE,VB_PATK,VB_TILE,XSR_PATK,XSR_TILE,Val_PATK,Val_TILE
2016-01-28,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-29,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-01,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-02,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-03,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-04,-0.09745225937039224,0.09745225937039224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-05,-0.43536047946864914,0.43536047946864914,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-08,-0.39434320226702835,0.39434320226702835,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-09,0.1041187464922963,-0.1041187464922963,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-10,0.16825144841070572,-0.16825144841070572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-11,-0.5378115246443564,0.5378115246443564,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-12,-0.21102634463610564,0.21102634463610564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-16,-0.27951954667252404,0.27951954667252404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-17,-0.551665925058697,0.551665925058697,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-18,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-19,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-22,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-23,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-24,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-25,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-26,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-29,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-01,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-02,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-03,-0.9314495318111768,0.9314495318111768,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-04,-0.8134906194862696,0.8134906194862696,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-07,-0.7074357119258992,0.7074357119258992,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-08,-0.8972177608416493,0.8972177608416493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-09,-0.7310874582600001,0.7310874582600001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-10,-0.7748729751619672,0.7748729751619672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-11,-0.5724451797017804,0.5724451797017804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-14,-0.869001824096662,0.869001824096662,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-15,-0.6274356547162212,0.6274356547162212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-16,-0.5586730534467714,0.5586730534467714,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-17,-0.3847460745278954,0.3847460745278954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-18,-0.15437864946851565,0.15437864946851565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-21,-0.20846137658960193,0.20846137658960193,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-22,-0.25221962876272747,0.25221962876272747,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-23,-0.2544425727485857,0.2544425727485857,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-24,-0.2424836910702285,0.2424836910702285,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-28,-0.35357204572873063,0.35357204572873063,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-29,-0.21721295766588805,0.21721295766588805,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-30,-0.24260556812330533,0.24260556812330533,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-31,0.044897095152466926,-0.044897095152466926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-01,-0.11451093401580717,0.11451093401580717,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-04,-0.14846123364909697,0.14846123364909697,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-05,-0.2676165577345608,0.2676165577345608,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-06,-0.07483995996547088,0.07483995996547088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-07,-0.14645046286825447,0.14645046286825447,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-08,-0.2847857878653415,0.2847857878653415,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-11,-0.34129035998127116,0.34129035998127116,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-12,-0.3494029641096775,0.3494029641096775,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-13,-0.20148949952772263,0.20148949952772263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-14,-0.23030296481582535,0.23030296481582535,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-15,-0.24858706458326257,0.24858706458326257,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-18,-0.22331071125362117,0.22331071125362117,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-19,-0.23502653771778376,0.23502653771778376,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-20,-0.29431332327960186,0.29431332327960186,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-21,-0.4041892870499824,0.4041892870499824,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-22,-0.2891129708361999,0.2891129708361999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-25,-0.20420580999249469,0.20420580999249469,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-26,0.021527322627176885,-0.021527322627176885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-27,-0.6157935343876375,0.6157935343876375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-28,-0.30482722116916,0.30482722116916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-29,-0.43493376363820935,0.43493376363820935,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-05-02,-0.40347701966101523,0.40347701966101523,1.0,0.0,-0.541506087993954,-0.40172929445368144,1.0,0.0,0.0,0.0
2016-05-03,-0.5096250558595437,0.5096250558595437,1.0,0.0,-0.5254014732048675,-0.32798270857849693,0.0,1.0,0.0,0.0
2016-05-04,-0.4143414965182388,0.4143414965182388,1.0,0.0,-0.4926225389162918,-0.4486384479389679,1.0,0.0,0.0,0.0
2016-05-05,-0.7433966974121925,0.7433966974121925,1.0,0.0,-0.35949851715570647,-0.44899657388357606,0.0,1.0,0.0,0.0
2016-05-06,-0.6707646694041456,0.6707646694041456,1.0,0.0,-0.3316548168967255,-0.4161071485587996,1.0,0.0,0.0,0.0
2016-05-09,-0.8279506586163575,0.8279506586163575,1.0,0.0,-0.24469423704386165,-0.39662563234341386,0.0,1.0,0.0,0.0
2016-05-10,-0.8046409040406818,0.8046409040406818,1.0,0.0,-0.23796862718006082,-0.36229716988586197,1.0,0.0,0.0,0.0
2016-05-11,-0.9302692341978728,0.9302692341978728,1.0,0.0,-0.3115460329801018,-0.5312819354830567,0.0,1.0,0.0,0.0
2016-05-12,-0.95316048693732,0.95316048693732,1.0,0.0,-0.24766038739804735,-0.5085618833303488,0.0,1.0,0.0,0.0
2016-05-13,-1.0,1.0,1.0,0.0,0.22044000868491545,-0.49227342520264233,0.0,1.0,0.0,0.0
2016-05-16,-1.0,1.0,1.0,0.0,0.28583729727340174,-0.4688578254388483,0.0,1.0,0.0,0.0
2016-05-17,-0.9790467534925866,0.9790467534925866,1.0,0.0,0.38033389812003743,-0.4476800407489263,1.0,0.0,0.0,0.0
2016-05-18,-1.0,1.0,1.0,0.0,0.457490046682958,-0.42486874569399014,0.0,1.0,0.0,0.0
2016-05-19,-0.9063083763751479,0.9063083763751479,1.0,0.0,0.4798341821611309,-0.398155131809727,1.0,0.0,0.0,0.0
2016-05-20,-1.0,1.0,1.0,0.0,0.6633040562413768,-0.00901217668682974,0.0,1.0,0.0,0.0
2016-05-23,-1.0,1.0,1.0,0.0,0.5350613384620149,0.01916386070677652,0.0,1.0,0.0,0.0
2016-05-24,-1.0,1.0,1.0,0.0,0.7088313243899617,-0.03611153684966224,0.0,1.0,0.0,0.0
2016-05-25,-1.0,1.0,1.0,0.0,0.6691223918198271,-0.5743934947499904,1.0,0.0,0.0,0.0
2016-05-26,-0.9510498471296492,0.9510498471296492,1.0,0.0,0.3105202566584615,-0.557738679766779,1.0,0.0,0.0,0.0
2016-05-27,-0.8881994723853732,0.8881994723853732,1.0,0.0,0.2370441358656311,-0.6995215192238093,0.0,1.0,0.0,0.0
2016-05-31,-0.8499053736573438,0.8499053736573438,1.0,0.0,0.27069416756751785,-0.677016056464115,0.0,1.0,0.0,0.0
2016-06-01,-0.8016024452158916,0.8016024452158916,1.0,0.0,0.25766994488287287,-0.7427638935533205,0.0,1.0,0.0,0.0
2016-06-02,-0.7320132918602429,0.7320132918602429,1.0,0.0,0.09964833620691674,-0.7084686646432937,1.0,0.0,0.0,0.0
2016-06-03,-0.7238769918206291,0.7238769918206291,1.0,0.0,0.10628250269230945,-0.8755206355539649,0.0,1.0,0.0,0.0
2016-06-06,-0.5803841416927944,0.5803841416927944,1.0,0.0,0.16952737794867567,-0.8901109300227775,1.0,0.0,0.0,0.0
2016-06-07,-0.5927537342239512,0.5927537342239512,1.0,0.0,0.18127327401455512,-0.8516605368196928,0.0,1.0,0.0,0.0
2016-06-08,-0.48404914963471407,0.48404914963471407,1.0,0.0,0.2689294529115038,-0.7537167347933883,1.0,0.0,0.0,0.0
2016-06-09,-0.42351093092748404,0.42351093092748404,1.0,0.0,0.5359492882168049,-0.8076402303004218,1.0,0.0,0.0,0.0
2016-06-10,-0.395528733369068,0.395528733369068,1.0,0.0,0.7052265607598412,-0.6886511623873126,1.0,0.0,0.0,0.0
2016-06-13,-0.35792878789813765,0.35792878789813765,1.0,0.0,0.6326516909040361,-0.685487149511442,1.0,0.0,0.0,0.0
2016-06-14,-0.5458462157167734,0.5458462157167734,1.0,0.0,0.5344857280368481,-0.23577939492934244,0.0,1.0,0.0,0.0
2016-06-15,-0.6013094335719256,0.6013094335719256,1.0,0.0,0.5429813955618177,-0.14498964630568498,0.0,1.0,0.0,0.0
2016-06-16,-0.6235049342500458,0.6235049342500458,1.0,0.0,0.4433198858255509,-0.12562410135709234,0.0,1.0,0.0,0.0
2016-06-17,-0.5657058110516565,0.5657058110516565,1.0,0.0,0.3312546994378769,-0.08865493882030485,1.0,0.0,0.0,0.0
2016-06-20,-0.6376300144521553,0.6376300144521553,1.0,0.0,-0.007655653464677176,-0.13264496006154994,0.0,1.0,0.0,0.0
2016-06-21,-0.5907573487350727,0.5907573487350727,1.0,0.0,-0.025212732210775107,-0.3151089705308485,1.0,0.0,0.0,0.0
2016-06-22,-0.6896846153525497,0.6896846153525497,1.0,0.0,-0.6854460993996154,-0.16807602808643612,0.0,1.0,0.0,0.0
2016-06-23,-0.8045630741092443,0.8045630741092443,1.0,0.0,-0.40072231451785384,-0.19977171685211673,0.0,1.0,0.0,0.0
2016-06-24,-1.0,1.0,1.0,0.0,0.24918118045179832,1.0,0.0,1.0,0.0,0.0
2016-06-27,-1.0,1.0,1.0,0.0,0.21977249700763407,1.0,0.0,1.0,0.0,0.0
2016-06-28,-1.0,1.0,1.0,0.0,0.32470101107558075,1.0,0.0,1.0,0.0,0.0
2016-06-29,-1.0,1.0,1.0,0.0,0.35306675787110064,1.0,1.0,0.0,0.0,0.0
2016-06-30,-1.0,1.0,1.0,0.0,0.4593943399201867,1.0,0.0,1.0,0.0,0.0
2016-07-01,-1.0,1.0,1.0,0.0,0.5433811737879186,1.0,0.0,1.0,0.0,0.0
2016-07-05,-1.0,1.0,1.0,0.0,0.5775976448614378,1.0,1.0,0.0,0.0,0.0
2016-07-06,-1.0,1.0,1.0,0.0,0.6290776361708332,1.0,0.0,1.0,0.0,0.0
2016-07-07,-1.0,1.0,1.0,0.0,0.6321266801003509,1.0,0.0,1.0,0.0,0.0
2016-07-08,-1.0,1.0,1.0,0.0,0.565376968480034,1.0,1.0,0.0,0.0,0.0
2016-07-11,-0.9976678686914802,0.9976678686914802,1.0,0.0,0.22346006297737261,1.0,1.0,0.0,0.0,0.0
2016-07-12,-0.8805296726677349,0.8805296726677349,1.0,0.0,0.1617180981571733,1.0,1.0,0.0,0.0,0.0
2016-07-13,-0.8070327137088227,0.8070327137088227,1.0,0.0,0.4317120798285615,0.969122712196737,1.0,0.0,0.0,0.0
2016-07-14,-0.8704115337004094,0.8704115337004094,1.0,0.0,0.2619755659079115,0.9110939558745685,0.0,1.0,0.0,0.0
2016-07-15,-0.8357340210845317,0.8357340210845317,1.0,0.0,0.261003910444633,0.8657959099405224,1.0,0.0,0.0,0.0
2016-07-18,-0.7788624962911137,0.7788624962911137,1.0,0.0,0.21581687278742767,0.8347336371748167,1.0,0.0,0.0,0.0
2016-07-19,-0.7656840798959711,0.7656840798959711,1.0,0.0,0.17623316393072846,0.8178089944971969,1.0,0.0,0.0,0.0
2016-07-20,-0.7082790048296335,0.7082790048296335,1.0,0.0,0.3236572630721089,0.7868365992662151,1.0,0.0,0.0,0.0
2016-07-21,-0.7133022859007422,0.7133022859007422,1.0,0.0,0.3972168928871998,0.7784788647486798,0.0,1.0,0.0,0.0
2016-07-22,-0.6025250358703406,0.6025250358703406,1.0,0.0,0.1475269646390908,0.9162704097150521,1.0,0.0,0.0,0.0
2016-07-25,-0.5413764186124229,0.5413764186124229,1.0,0.0,-0.003404957143978004,0.17799052372649535,1.0,0.0,0.0,0.0
2016-07-26,-0.49084069353593857,0.49084069353593857,1.0,0.0,0.025542699699856442,-0.22145520924746037,1.0,0.0,0.0,0.0
2016-07-27,-0.43573832931837325,0.43573832931837325,1.0,0.0,-0.05458405924327759,-0.24398963472114782,1.0,0.0,0.0,0.0
2016-07-28,-0.12912728773000415,0.12912728773000415,1.0,0.0,-0.02641591539424504,0.09398856396051501,1.0,0.0,0.0,0.0
2016-07-29,-0.014115705460317053,0.014115705460317053,1.0,0.0,0.16533627382358065,0.08805694584171955,1.0,0.0,0.0,0.0
2016-08-01,-0.24439163361486876,0.24439163361486876,1.0,0.0,0.2909294443145149,0.18931662569049867,0.0,1.0,0.0,0.0
2016-08-02,-0.20667761760543746,0.20667761760543746,1.0,0.0,0.7864847111637492,0.22131689014604541,1.0,0.0,0.0,0.0
2016-08-03,-0.16368545653378883,0.16368545653378883,1.0,0.0,0.45186099290447107,0.20417055693718908,1.0,0.0,0.0,0.0
2016-08-04,-0.1754962404022421,0.1754962404022421,1.0,0.0,0.23329801548067675,0.20141212399490416,0.0,1.0,0.0,0.0
2016-08-05,-0.08226267501712843,0.08226267501712843,1.0,0.0,0.043042442196776935,0.17866827062451632,1.0,0.0,0.0,0.0
2016-08-08,-0.04250288734641192,0.04250288734641192,1.0,0.0,-0.0360672282487263,0.1673678634150955,1.0,0.0,0.0,0.0
2016-08-09,-0.059038658002838064,0.059038658002838064,1.0,0.0,-0.06702886249776532,0.14245801145721607,0.0,1.0,0.0,0.0
2016-08-10,-0.07884971021035918,0.07884971021035918,1.0,0.0,-0.27450559328409313,0.13757265466855415,0.0,1.0,0.0,0.0
2016-08-11,-0.09373752105768314,0.09373752105768314,1.0,0.0,-0.1289864421487347,0.0904468623798497,0.0,1.0,0.0,0.0
2016-08-12,-0.08362515561333385,0.08362515561333385,1.0,0.0,-0.05359128078140694,0.08677373915701497,1.0,0.0,0.0,0.0
2016-08-15,-0.05251674167530304,0.05251674167530304,1.0,0.0,-0.015849682654975772,0.07510922302204984,1.0,0.0,0.0,0.0
2016-08-16,0.014992510804126315,-0.014992510804126315,1.0,0.0,0.5242849116420866,0.07213449642771999,1.0,0.0,0.0,0.0
2016-08-17,-0.1654802997525108,0.1654802997525108,1.0,0.0,1.0,0.07560746235067137,0.0,1.0,0.0,0.0
2016-08-18,-0.10645445650412286,0.10645445650412286,1.0,0.0,1.0,0.08609841789089667,0.0,1.0,0.0,0.0
2016-08-19,-0.10328192760951925,0.10328192760951925,1.0,0.0,1.0,0.052935731641294476,0.0,1.0,0.0,0.0
2016-08-22,-0.09990787434392337,0.09990787434392337,1.0,0.0,1.0,0.04814949008492026,1.0,0.0,0.0,0.0
2016-08-23,-0.05105450239970362,0.05105450239970362,1.0,0.0,1.0,0.039109510592687094,1.0,0.0,0.0,0.0
2016-08-24,0.07210713222753265,-0.07210713222753265,1.0,0.0,1.0,0.005746648957467723,1.0,0.0,0.0,0.0
2016-08-25,0.09255596899563172,-0.09255596899563172,1.0,0.0,1.0,-0.592489826225328,1.0,0.0,0.0,0.0
2016-08-26,0.14434650512709032,-0.14434650512709032,1.0,0.0,0.8895193626150728,-0.5991649415778546,1.0,0.0,0.0,0.0
2016-08-29,0.21347547527577293,-0.21347547527577293,1.0,0.0,0.7085333303921998,-0.6859833280982228,1.0,0.0,0.0,0.0
2016-08-30,0.2765629856077613,-0.2765629856077613,1.0,0.0,0.19696177692164446,-0.7907267530949644,1.0,0.0,0.0,0.0
2016-08-31,0.27419393608620235,-0.27419393608620235,1.0,0.0,0.1786044188154609,-0.783899319366045,0.0,1.0,0.0,0.0
2016-09-01,0.2536542535157377,-0.2536542535157377,1.0,0.0,0.18043621999155673,-0.7856308540457027,0.0,1.0,0.0,0.0
2016-09-02,0.21770552180272693,-0.21770552180272693,1.0,0.0,0.29995606736852615,-0.8302677789880806,0.0,1.0,0.0,0.0
2016-09-06,0.15975221108514417,-0.15975221108514417,1.0,0.0,0.23099949762884636,-0.8339995449336731,0.0,1.0,0.0,0.0
2016-09-07,0.33175041782387277,-0.33175041782387277,1.0,0.0,0.27605193108838677,-0.8515824881191749,1.0,0.0,0.0,0.0
2016-09-08,0.348232617094914,-0.348232617094914,1.0,0.0,0.2925603419876215,-0.8256717606632801,1.0,0.0,0.0,0.0
2016-09-09,0.17277500702411885,-0.17277500702411885,1.0,0.0,0.5040383932030088,-0.5625379624457705,0.0,1.0,0.0,0.0
2016-09-12,0.3431207443095064,-0.3431207443095064,1.0,0.0,0.5061522801734583,-0.5512455312758583,1.0,0.0,0.0,0.0
2016-09-13,0.44083124022846887,-0.44083124022846887,1.0,0.0,0.7157996230016478,-0.5084160075055228,1.0,0.0,0.0,0.0
2016-09-14,0.3302110558993941,-0.3302110558993941,1.0,0.0,0.5838377106106927,-0.5065250693902404,0.0,1.0,0.0,0.0
2016-09-15,0.5721339833943094,-0.5721339833943094,1.0,0.0,-0.37771534369862264,-0.46170836881669186,1.0,0.0,0.0,0.0
2016-09-16,0.6130681909318333,-0.6130681909318333,1.0,0.0,-0.7701211405789873,-0.5496781042295491,1.0,0.0,0.0,0.0
2016-09-19,0.6316807992431723,-0.6316807992431723,1.0,0.0,-0.7123614952377474,-0.5496654813529014,1.0,0.0,0.0,0.0
2016-09-20,0.14303052094913216,-0.14303052094913216,1.0,0.0,-0.6388903608177833,-0.09198624915040603,0.0,1.0,0.0,0.0
2016-09-21,0.04899471266459206,-0.04899471266459206,0.0,1.0,-0.5642697916897987,0.0201373649821951,0.0,1.0,0.0,0.0
2016-09-22,0.008403902012581902,-0.008403902012581902,0.0,1.0,-0.2837128489417817,0.03026441361033865,0.0,1.0,0.0,0.0
2016-09-23,0.039628478959380174,-0.039628478959380174,0.0,1.0,-0.2640884445015482,0.06305245972206348,1.0,0.0,0.0,0.0
2016-09-26,-0.0034184420891631056,0.0034184420891631056,0.0,1.0,-0.26909181519686837,0.08000055962024406,0.0,1.0,0.0,0.0
2016-09-27,-0.19274598069383236,0.19274598069383236,0.0,1.0,0.08536547345926442,0.03362297725657022,0.0,1.0,0.0,0.0
2016-09-28,-0.1930913557237434,0.1930913557237434,0.0,1.0,0.13946099806221185,0.0513052063479522,0.0,1.0,0.0,0.0
2016-09-29,-0.09077328561881082,0.09077328561881082,0.0,1.0,0.3223372695356508,0.062037949409942554,1.0,0.0,0.0,0.0
2016-09-30,0.13320682310771684,-0.13320682310771684,0.0,1.0,0.4095637915079381,0.08558609064082691,1.0,0.0,0.0,0.0
2016-10-03,-0.09379444910883859,0.09379444910883859,0.0,1.0,0.3110612787735837,0.10204105157586973,0.0,1.0,0.0,0.0
2016-10-04,-0.11333928356919244,0.11333928356919244,0.0,1.0,0.28539971820247184,0.13128866384353888,1.0,0.0,0.0,0.0
2016-10-05,0.008976726276622203,-0.008976726276622203,0.0,1.0,0.2232041608356751,0.1651140893356939,1.0,0.0,0.0,0.0
2016-10-06,-0.06944525098772951,0.06944525098772951,0.0,1.0,0.4027298797282693,0.21060166715852466,0.0,1.0,0.0,0.0
2016-10-07,0.1387628807578424,-0.1387628807578424,0.0,1.0,0.3801706385534767,-0.01627238083730011,1.0,0.0,0.0,0.0
2016-10-10,-0.2852096924504221,0.2852096924504221,0.0,1.0,0.557709210920914,-0.03398648403255583,0.0,1.0,0.0,0.0
2016-10-11,-0.17401979527423958,0.17401979527423958,0.0,1.0,0.2548920010842211,-0.06617658342950439,1.0,0.0,0.0,0.0
2016-10-12,-0.2687642065828943,0.2687642065828943,0.0,1.0,0.25231203180875084,-0.06015691248066694,0.0,1.0,0.0,0.0
2016-10-13,-0.27310643468294366,0.27310643468294366,0.0,1.0,0.3094844834616787,-0.16816826459748208,1.0,0.0,0.0,0.0
2016-10-14,-0.29765776761710566,0.29765776761710566,0.0,1.0,0.24304699420896725,-0.15704291537878476,1.0,0.0,0.0,0.0
2016-10-17,-0.39329611646705614,0.39329611646705614,0.0,1.0,0.2336473172336728,-0.10666863874213392,0.0,1.0,0.0,0.0
2016-10-18,-0.836055916524927,0.836055916524927,0.0,1.0,0.22918142526039362,-0.8010754427323454,0.0,1.0,0.0,0.0
2016-10-19,-0.3344189900101719,0.3344189900101719,0.0,1.0,0.20413512685885124,-0.6242100650943748,1.0,0.0,0.0,0.0
2016-10-20,-0.4185423625169152,0.4185423625169152,0.0,1.0,0.10829211288735888,-0.6037085040842974,1.0,0.0,0.0,0.0
