Date,MR_MTSI,MR_POWI,Mom_MTSI,Mom_POWI,VB_MTSI,VB_POWI,XSR_MTSI,XSR_POWI,Val_MTSI,Val_POWI
2016-01-28,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-01-29,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-01,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-02,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-03,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-04,0.5926427715595166,0.5926427715595166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-05,0.7892471360457755,0.7892471360457755,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-08,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-10,0.7601920876865481,0.7601920876865481,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-11,0.6472180741508389,0.6472180741508389,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-12,0.6146940193586599,0.6146940193586599,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-16,0.25101760965347975,0.25101760965347975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-17,0.12547719263575124,0.12547719263575124,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-18,0.26826303743067187,0.26826303743067187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-19,0.21287465356026716,0.21287465356026716,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-22,0.19139109912067773,0.19139109912067773,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-23,0.31338652374634435,0.31338652374634435,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-24,0.34643784651870646,0.34643784651870646,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-25,0.16375980637095497,0.16375980637095497,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-26,0.08066493055891037,0.08066493055891037,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-29,0.039119269924015224,0.039119269924015224,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-01,-0.2659377129005528,-0.2659377129005528,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-02,-0.3764263237201581,-0.3764263237201581,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-03,-0.5199865738757247,-0.5199865738757247,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-04,-0.6529314667288396,-0.6529314667288396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-07,-0.5987944889121666,-0.5987944889121666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-08,-0.4803426743037512,-0.4803426743037512,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-09,-0.4158671741455054,-0.4158671741455054,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-10,-0.3054695216055727,-0.3054695216055727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-11,-0.6155704037720786,-0.6155704037720786,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-14,-0.5684225865567264,-0.5684225865567264,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-15,-0.5731445291847155,-0.5731445291847155,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-16,-0.6948363600319789,-0.6948363600319789,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-17,-0.7233461991585468,-0.7233461991585468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-18,-0.7549079374308653,-0.7549079374308653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-21,-0.6760736181136024,-0.6760736181136024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-22,-0.6389297697365474,-0.6389297697365474,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-23,-0.4554371588997132,-0.4554371588997132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-24,-0.5371914836643154,-0.5371914836643154,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-28,-0.4910651679067006,-0.4910651679067006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-29,-0.8207555404655249,-0.8207555404655249,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-30,-0.8320819096677722,-0.8320819096677722,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-31,-0.7966212204134062,-0.7966212204134062,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-01,-0.8390921994425191,-0.8390921994425191,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-04,-0.5588005584048223,-0.5588005584048223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-05,-0.5374022668365069,-0.5374022668365069,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-06,-0.47525189793936734,-0.47525189793936734,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-07,-0.22230805702425158,-0.22230805702425158,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-08,-0.2523824047756076,-0.2523824047756076,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-11,-0.19279419712545673,-0.19279419712545673,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-12,-0.1573726191786405,-0.1573726191786405,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-13,-0.4525007825579626,-0.4525007825579626,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-14,-0.1696779947907561,-0.1696779947907561,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-15,0.07495212019398664,0.07495212019398664,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-18,-0.07365346933010615,-0.07365346933010615,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-19,0.28662175409562146,0.28662175409562146,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-20,0.22507884151936805,0.22507884151936805,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-21,0.3373439019592677,0.3373439019592677,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-22,0.05861636037857814,0.05861636037857814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-25,0.17298302335665464,0.17298302335665464,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-26,-0.03236898480173532,-0.03236898480173532,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-27,-0.06024899751682745,-0.06024899751682745,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-28,0.2592710250547427,0.2592710250547427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-29,-0.3170851267716153,-0.3170851267716153,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-05-02,-0.2717748575637799,-0.2717748575637799,0.0,1.0,0.15637647295210447,0.7488402262870861,0.0,1.0,0.0,0.0
2016-05-03,-0.11631743002619786,-0.11631743002619786,0.0,1.0,0.2755014353402583,0.7877980791172423,1.0,0.0,0.0,0.0
2016-05-04,0.07796451229155722,0.07796451229155722,0.0,1.0,0.45332461713490846,0.8471754794419665,1.0,0.0,0.0,0.0
2016-05-05,0.35665492142806715,0.35665492142806715,0.0,1.0,0.4371862686068269,0.7677863438037269,0.0,1.0,0.0,0.0
2016-05-06,0.399407269205106,0.399407269205106,1.0,0.0,0.419075597596541,0.8203838715145947,0.0,1.0,0.0,0.0
2016-05-09,0.27642944169762906,0.27642944169762906,1.0,0.0,0.4015816982008054,0.8251190773251595,1.0,0.0,0.0,0.0
2016-05-10,0.15275976911166989,0.15275976911166989,1.0,0.0,0.39344405653860376,0.8177856605767265,1.0,0.0,0.0,0.0
2016-05-11,0.23536436820000073,0.23536436820000073,0.0,1.0,0.530192432628649,0.766677007003915,1.0,0.0,0.0,0.0
2016-05-12,0.6161540620613402,0.6161540620613402,0.0,1.0,0.621347807554011,0.6924884915182346,0.0,1.0,0.0,0.0
2016-05-13,0.3821803683304792,0.3821803683304792,0.0,1.0,0.6441377679450926,0.6640014390368129,1.0,0.0,0.0,0.0
2016-05-16,0.23088385660603467,0.23088385660603467,0.0,1.0,0.8597721401408273,0.6212153008181234,0.0,1.0,0.0,0.0
2016-05-17,0.5975406462811333,0.5975406462811333,0.0,1.0,0.8045597245916807,0.474341792637013,1.0,0.0,0.0,0.0
2016-05-18,0.3037091727213806,0.3037091727213806,0.0,1.0,0.7609436135387285,0.5287855438594364,1.0,0.0,0.0,0.0
2016-05-19,0.6269214394457597,0.6269214394457597,0.0,1.0,0.9022692524374298,0.5296259002218511,1.0,0.0,0.0,0.0
2016-05-20,0.006564845325301265,0.006564845325301265,0.0,1.0,0.9988654421059376,0.5534900630329868,1.0,0.0,0.0,0.0
2016-05-23,-0.07359400173052359,-0.07359400173052359,0.0,1.0,0.9031345534960902,0.5392988899811063,1.0,0.0,0.0,0.0
2016-05-24,-0.6135480014770649,-0.6135480014770649,0.0,1.0,0.5236981289288214,0.5649946850961984,1.0,0.0,0.0,0.0
2016-05-25,-0.4036340896798842,-0.4036340896798842,0.0,1.0,0.32895684641796574,0.6364944993999102,0.0,1.0,0.0,0.0
2016-05-26,-0.4083086625594356,-0.4083086625594356,0.0,1.0,0.17971898516190368,0.47975223546535956,1.0,0.0,0.0,0.0
2016-05-27,-0.48245347734969274,-0.48245347734969274,0.0,1.0,0.19558761042894446,-0.04293855696470186,1.0,0.0,0.0,0.0
2016-05-31,-0.6110045553732505,-0.6110045553732505,0.0,1.0,0.47161597200837935,-0.04205191485719526,0.0,1.0,0.0,0.0
2016-06-01,-0.815245789811527,-0.815245789811527,0.0,1.0,0.5764142421808413,-0.071297775486201,0.0,1.0,0.0,0.0
2016-06-02,-0.7922272505300912,-0.7922272505300912,0.0,1.0,0.5869267872582979,-0.12811666248745598,1.0,0.0,0.0,0.0
2016-06-03,-0.7893588306257487,-0.7893588306257487,0.0,1.0,0.5606973302184253,-0.2369848729137845,1.0,0.0,0.0,0.0
2016-06-06,-0.790242004789353,-0.790242004789353,0.0,1.0,0.6001501489772766,-0.23615584434851863,0.0,1.0,0.0,0.0
2016-06-07,-0.9269005745600466,-0.9269005745600466,0.0,1.0,0.8175604796554363,-0.20470447600311625,1.0,0.0,0.0,0.0
2016-06-08,-1.0,-1.0,0.0,1.0,0.8518296662523221,-0.18899411656979165,0.0,1.0,0.0,0.0
2016-06-09,-1.0,-1.0,0.0,1.0,0.8043548818642733,-0.191327579568886,1.0,0.0,0.0,0.0
2016-06-10,-1.0,-1.0,0.0,1.0,0.756530295432614,-0.37372871660121815,1.0,0.0,0.0,0.0
2016-06-13,-1.0,-1.0,0.0,1.0,0.7127211832611469,-0.41324766158262266,1.0,0.0,0.0,0.0
2016-06-14,-1.0,-1.0,0.0,1.0,0.5049125260069818,-0.4087820660024176,1.0,0.0,0.0,0.0
2016-06-15,-1.0,-1.0,0.0,1.0,0.11176506797359911,-0.5869916801663247,1.0,0.0,0.0,0.0
2016-06-16,-1.0,-1.0,0.0,1.0,0.11397948621203272,-0.6204660528296564,1.0,0.0,0.0,0.0
2016-06-17,-0.8183555506046898,-0.8183555506046898,0.0,1.0,0.15502939913855737,-0.5493554862255201,1.0,0.0,0.0,0.0
2016-06-20,-0.7888214063504442,-0.7888214063504442,0.0,1.0,-0.04853455271009323,-0.8022399139297439,1.0,0.0,0.0,0.0
2016-06-21,-0.7934455266306535,-0.7934455266306535,0.0,1.0,-0.039063941607813214,-0.7960216235121595,1.0,0.0,0.0,0.0
2016-06-22,-0.7036244036329987,-0.7036244036329987,0.0,1.0,0.004596035409266652,-0.9604109733743997,1.0,0.0,0.0,0.0
2016-06-23,-0.7183897358086925,-0.7183897358086925,0.0,1.0,0.1195123989131717,-1.0,0.0,1.0,0.0,0.0
2016-06-24,-0.17707660401842515,-0.17707660401842515,0.0,1.0,0.42422915335852723,-0.331362383411224,1.0,0.0,0.0,0.0
2016-06-27,0.43274444471151147,0.43274444471151147,0.0,1.0,1.0,0.06426834289475603,1.0,0.0,0.0,0.0
2016-06-28,0.080781811176427,0.080781811176427,0.0,1.0,1.0,0.19576866468152573,0.0,1.0,0.0,0.0
2016-06-29,0.04971795436117011,0.04971795436117011,0.0,1.0,0.9840687691618096,0.16155932837656373,0.0,1.0,0.0,0.0
2016-06-30,-0.15270587696570578,-0.15270587696570578,0.0,1.0,0.9702375579605588,0.19582387788825714,1.0,0.0,0.0,0.0
2016-07-01,-0.13799253937590708,-0.13799253937590708,0.0,1.0,0.949474800266836,0.22396625041396115,1.0,0.0,0.0,0.0
2016-07-05,0.11315900728132051,0.11315900728132051,0.0,1.0,0.8941715526749094,0.2527029859433741,1.0,0.0,0.0,0.0
2016-07-06,0.0799353678903884,0.0799353678903884,0.0,1.0,0.9047905324629845,0.22087876662981495,0.0,1.0,0.0,0.0
2016-07-07,0.015336444746100603,0.015336444746100603,0.0,1.0,0.8328626407784328,0.14864474007369655,0.0,1.0,0.0,0.0
2016-07-08,-0.3130019701113078,-0.3130019701113078,0.0,1.0,0.9873246665387707,0.22386821510970806,0.0,1.0,0.0,0.0
2016-07-11,-0.5632891566610408,-0.5632891566610408,0.0,1.0,0.9741103763376205,0.3392217822255521,1.0,0.0,0.0,0.0
2016-07-12,-0.4322468475251795,-0.4322468475251795,0.0,1.0,0.9598807751824997,0.36766117157638933,0.0,1.0,0.0,0.0
2016-07-13,-0.4199070269046688,-0.4199070269046688,0.0,1.0,0.9362300333535188,0.3154949596959726,0.0,1.0,0.0,0.0
2016-07-14,-0.5020087916751629,-0.5020087916751629,0.0,1.0,0.9835553429006809,0.4011141507412286,1.0,0.0,0.0,0.0
2016-07-15,-0.5086831798558258,-0.5086831798558258,0.0,1.0,0.9753374328052713,0.39271333193700775,0.0,1.0,0.0,0.0
2016-07-18,-0.7455310605689742,-0.7455310605689742,0.0,1.0,0.6885149285046168,0.4096228409759652,1.0,0.0,0.0,0.0
2016-07-19,-0.7226167531671857,-0.7226167531671857,0.0,1.0,0.6735373824301417,0.44252655302421806,0.0,1.0,0.0,0.0
2016-07-20,-0.8577197007935393,-0.8577197007935393,0.0,1.0,0.6743195400988033,0.45824793121857865,0.0,1.0,0.0,0.0
2016-07-21,-0.7303694021766645,-0.7303694021766645,0.0,1.0,0.7461447632162604,0.457640599536756,1.0,0.0,0.0,0.0
2016-07-22,-0.745080095473883,-0.745080095473883,0.0,1.0,0.7158147377750618,0.44735353221878,0.0,1.0,0.0,0.0
2016-07-25,-0.7916580303922494,-0.7916580303922494,0.0,1.0,0.44008230435984325,0.0443390645944411,0.0,1.0,0.0,0.0
2016-07-26,-0.9361723003415083,-0.9361723003415083,0.0,1.0,-0.9007019768812162,-0.5452848438766346,1.0,0.0,0.0,0.0
2016-07-27,-1.0,-1.0,0.0,1.0,-1.0,-0.6707251102285786,0.0,1.0,0.0,0.0
2016-07-28,-1.0,-1.0,0.0,1.0,-1.0,-0.6455816007572612,1.0,0.0,0.0,0.0
2016-07-29,-0.9953608071844511,-0.9953608071844511,0.0,1.0,-0.9902034448947639,-0.6526351335320287,0.0,1.0,0.0,0.0
2016-08-01,-0.9711740985034736,-0.9711740985034736,0.0,1.0,-1.0,-0.6090746516123261,0.0,1.0,0.0,0.0
2016-08-02,-0.6055329787440236,-0.6055329787440236,0.0,1.0,-0.882011998482697,-0.3969107100124371,1.0,0.0,0.0,0.0
2016-08-03,-0.6573098291320559,-0.6573098291320559,0.0,1.0,-0.8571785690927085,-0.38091169865687435,0.0,1.0,0.0,0.0
2016-08-04,-0.6455979663635266,-0.6455979663635266,0.0,1.0,-0.8341455013178598,-0.35764266068584416,0.0,1.0,0.0,0.0
2016-08-05,-0.7663478984249262,-0.7663478984249262,0.0,1.0,-1.0,-0.47330410381307597,0.0,1.0,0.0,0.0
2016-08-08,-0.6760270312159814,-0.6760270312159814,0.0,1.0,-0.9889751182739375,-0.5202895899968251,0.0,1.0,0.0,0.0
2016-08-09,-0.8481726488319382,-0.8481726488319382,0.0,1.0,-0.9396173004181683,-0.49308513417096966,1.0,0.0,0.0,0.0
2016-08-10,-0.7888005348407993,-0.7888005348407993,0.0,1.0,-0.7772790651562368,-0.47274076410226656,1.0,0.0,0.0,0.0
2016-08-11,-0.7890067631352797,-0.7890067631352797,0.0,1.0,-0.69523299159519,-0.43429205881738375,1.0,0.0,0.0,0.0
2016-08-12,-0.7813700022201565,-0.7813700022201565,0.0,1.0,-0.6681952948000935,-0.40095430983496355,0.0,1.0,0.0,0.0
2016-08-15,-0.7803934977469325,-0.7803934977469325,0.0,1.0,-0.5907195734013321,-0.5213500749795875,0.0,1.0,0.0,0.0
2016-08-16,-0.6924989023263927,-0.6924989023263927,0.0,1.0,-0.47138565419998885,-0.4283034198459343,1.0,0.0,0.0,0.0
2016-08-17,-0.6493446479324887,-0.6493446479324887,0.0,1.0,-0.49570350362960935,-0.46428889954513114,0.0,1.0,0.0,0.0
2016-08-18,-0.7178240199672123,-0.7178240199672123,0.0,1.0,-0.5086010475364152,-0.4245829638155511,1.0,0.0,0.0,0.0
2016-08-19,-0.7191250469550965,-0.7191250469550965,0.0,1.0,-0.4988608371254024,-0.3987798808437429,0.0,1.0,0.0,0.0
2016-08-22,-0.8273116524128176,-0.8273116524128176,0.0,1.0,-0.43784243429457825,-0.3621709480431081,0.0,1.0,0.0,0.0
2016-08-23,-0.8194868736255425,-0.8194868736255425,0.0,1.0,-0.4017311058558786,-0.4530621772954117,0.0,1.0,0.0,0.0
2016-08-24,-0.8013914265585251,-0.8013914265585251,0.0,1.0,-0.5428204966346926,-0.463460164242689,1.0,0.0,0.0,0.0
2016-08-25,-0.8141164123896568,-0.8141164123896568,0.0,1.0,-0.4954179568401811,-0.45022406001058796,1.0,0.0,0.0,0.0
2016-08-26,-0.7463938299743174,-0.7463938299743174,0.0,1.0,-0.4695278037087233,-0.433834277011267,1.0,0.0,0.0,0.0
2016-08-29,-0.7199524146502372,-0.7199524146502372,0.0,1.0,-0.4360388345799413,-0.42360371361284477,0.0,1.0,0.0,0.0
2016-08-30,-0.6697641993501622,-0.6697641993501622,0.0,1.0,-0.7003110172263348,-1.0,1.0,0.0,0.0,0.0
2016-08-31,-0.6626220739251938,-0.6626220739251938,0.0,1.0,-0.6541916787993839,-1.0,1.0,0.0,0.0,0.0
2016-09-01,-0.7477079074724144,-0.7477079074724144,0.0,1.0,-0.5328523660855233,-0.9389905023080686,0.0,1.0,0.0,0.0
2016-09-02,-0.7681959982147566,-0.7681959982147566,0.0,1.0,-0.5558072461424158,-0.9570297496486877,0.0,1.0,0.0,0.0
2016-09-06,-0.697635004844595,-0.697635004844595,0.0,1.0,-0.5337152975006978,-0.9471658657525216,0.0,1.0,0.0,0.0
2016-09-07,-0.703330771276854,-0.703330771276854,0.0,1.0,-0.5137588279699371,-1.0,1.0,0.0,0.0,0.0
2016-09-08,-0.6669591412651256,-0.6669591412651256,0.0,1.0,-0.5644552037828193,-1.0,1.0,0.0,0.0,0.0
2016-09-09,-0.4338478664577296,-0.4338478664577296,1.0,0.0,-0.5029603181458837,-0.6595607092860869,0.0,1.0,0.0,0.0
2016-09-12,-0.5445749906698792,-0.5445749906698792,0.0,1.0,-0.4751704203398281,-0.5463532983790391,1.0,0.0,0.0,0.0
2016-09-13,-0.41163501279128767,-0.41163501279128767,1.0,0.0,-0.36265414176630356,-0.45392073180982356,1.0,0.0,0.0,0.0
2016-09-14,-0.43385530248867754,-0.43385530248867754,1.0,0.0,-0.4118713019970666,-0.4609100994183572,0.0,1.0,0.0,0.0
2016-09-15,-0.5443640340206659,-0.5443640340206659,1.0,0.0,-0.3177047328455831,-0.41715082918903,0.0,1.0,0.0,0.0
2016-09-16,-0.5744602590576691,-0.5744602590576691,1.0,0.0,-0.2853120291559376,-0.42767823154976087,1.0,0.0,0.0,0.0
2016-09-19,-0.7160847658024688,-0.7160847658024688,0.0,1.0,-0.26141822759455147,-0.3317076177437742,1.0,0.0,0.0,0.0
2016-09-20,-0.6742681750462185,-0.6742681750462185,0.0,1.0,-0.1853643998028006,-0.21251693483196588,1.0,0.0,0.0,0.0
2016-09-21,-0.7496834091756736,-0.7496834091756736,0.0,1.0,0.016656545873001395,0.08161905949940758,1.0,0.0,0.0,0.0
2016-09-22,-0.8064536293275419,-0.8064536293275419,0.0,1.0,0.18756867933695703,0.1688827779310103,0.0,1.0,0.0,0.0
2016-09-23,-0.690807622822881,-0.690807622822881,0.0,1.0,0.18991171437017584,0.22394797370663724,1.0,0.0,0.0,0.0
2016-09-26,-0.5324885814412212,-0.5324885814412212,0.0,1.0,0.19982668730646194,0.34290940774234896,0.0,1.0,0.0,0.0
2016-09-27,-0.6692441945649463,-0.6692441945649463,0.0,1.0,0.1898978776035952,0.40534971318648694,1.0,0.0,0.0,0.0
2016-09-28,-0.674366468705521,-0.674366468705521,0.0,1.0,0.2741609940613036,0.4805521129149485,1.0,0.0,0.0,0.0
2016-09-29,-0.6946015951801284,-0.6946015951801284,0.0,1.0,0.29659374275769823,0.48327037025201947,0.0,1.0,0.0,0.0
2016-09-30,-0.9252994312056062,-0.9252994312056062,0.0,1.0,0.22288794263629555,0.5532846693888089,0.0,1.0,0.0,0.0
2016-10-03,-1.0,-1.0,0.0,1.0,0.32339724281291027,0.6511567037290625,1.0,0.0,0.0,0.0
2016-10-04,-0.9782074369364818,-0.9782074369364818,0.0,1.0,0.3468832069133651,0.7020975012779005,0.0,1.0,0.0,0.0
2016-10-05,-0.9471107643402812,-0.9471107643402812,0.0,1.0,0.3680675472509555,0.7444262360696824,1.0,0.0,0.0,0.0
2016-10-06,-0.9340743121561158,-0.9340743121561158,0.0,1.0,0.45614874561054447,0.7423992669549454,0.0,1.0,0.0,0.0
2016-10-07,-0.9621862760830514,-0.9621862760830514,0.0,1.0,0.4192908439040058,0.37911850950767995,1.0,0.0,0.0,0.0
2016-10-10,-0.8259001678953357,-0.8259001678953357,0.0,1.0,0.42522317168116924,0.38663565918097154,0.0,1.0,0.0,0.0
2016-10-11,-0.6495358186810856,-0.6495358186810856,0.0,1.0,0.45392006680290675,0.430810616584919,1.0,0.0,0.0,0.0
2016-10-12,-0.5397093751973597,-0.5397093751973597,0.0,1.0,0.5115100323054811,0.4823193721773152,1.0,0.0,0.0,0.0
2016-10-13,-0.6448761037673545,-0.6448761037673545,0.0,1.0,0.32498996723792356,0.49802247317190546,1.0,0.0,0.0,0.0
