Date,MR_CRTO,MR_STGW,Mom_CRTO,Mom_STGW,VB_CRTO,VB_STGW,XSR_CRTO,XSR_STGW,Val_CRTO,Val_STGW
2016-01-28,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-29,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-01,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-02,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-03,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-04,0.6224057343823757,-0.6224057343823757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-05,0.8996055163605404,-0.8996055163605404,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-08,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-09,0.9967104784192292,-0.9967104784192292,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-10,-0.04167626483002692,0.04167626483002692,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-11,-0.04970265403209269,0.04970265403209269,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-12,-0.1803484221586575,0.1803484221586575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-16,-0.45009692676578983,0.45009692676578983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-17,-0.48445290405357677,0.48445290405357677,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-18,-0.528530044278244,0.528530044278244,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-19,-0.25880761932771507,0.25880761932771507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-22,-0.19002143978777172,0.19002143978777172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-23,-0.19002239764280898,0.19002239764280898,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-24,-0.23182458301112877,0.23182458301112877,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-25,-0.2554352679547231,0.2554352679547231,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-26,-0.2730857990396105,0.2730857990396105,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-29,-0.15425914663878612,0.15425914663878612,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-01,-0.24780287157000963,0.24780287157000963,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-02,-0.2554916964507613,0.2554916964507613,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-03,-0.4180609053731677,0.4180609053731677,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-04,-0.41618447473090087,0.41618447473090087,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-07,-0.25836148655439456,0.25836148655439456,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-08,-0.16178596634223674,0.16178596634223674,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-09,-0.0847454571991751,0.0847454571991751,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-10,0.015451203335101157,-0.015451203335101157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-11,-0.2578905863706223,0.2578905863706223,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-14,-0.3262254912512666,0.3262254912512666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-15,-0.12925899751320744,0.12925899751320744,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-16,-0.1922784777855122,0.1922784777855122,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-17,-0.32776757924868044,0.32776757924868044,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-18,-0.41725465525568606,0.41725465525568606,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-21,-0.4031584240137831,0.4031584240137831,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-22,-0.3943827124856699,0.3943827124856699,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-23,-0.3406753940517308,0.3406753940517308,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-24,-0.43351578596909757,0.43351578596909757,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-28,-0.4468765566462745,0.4468765566462745,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-29,-0.3907024882495502,0.3907024882495502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-30,-0.3968912045577982,0.3968912045577982,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-31,-0.5670101732223618,0.5670101732223618,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-01,-0.5521556907439548,0.5521556907439548,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-04,-0.5894766708858409,0.5894766708858409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-05,-0.459175868919548,0.459175868919548,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-06,-0.4771019495895539,0.4771019495895539,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-07,-0.4504462293856367,0.4504462293856367,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-08,-0.42974394319144155,0.42974394319144155,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-11,-0.24796411671356944,0.24796411671356944,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-12,-0.40388767978244583,0.40388767978244583,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-13,-0.4285385872419196,0.4285385872419196,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-14,-0.2183046235503759,0.2183046235503759,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-15,-0.18387302324556118,0.18387302324556118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-18,-0.318195359607773,0.318195359607773,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-19,-0.3664942414576801,0.3664942414576801,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-20,-0.4676560820092121,0.4676560820092121,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-21,-0.5660617762121097,0.5660617762121097,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-22,-0.45689006464945464,0.45689006464945464,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-25,-0.5099054161844976,0.5099054161844976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-26,-0.5045828819201773,0.5045828819201773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-27,-0.4301357003143045,0.4301357003143045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-28,-0.4461856402497041,0.4461856402497041,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-29,-0.7260373371238765,0.7260373371238765,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-05-02,-0.8159255201261906,0.8159255201261906,1.0,0.0,-0.45141817070567763,0.2025968483558414,0.0,1.0,0.0,0.0
2016-05-03,-1.0,1.0,1.0,0.0,-0.44794627838705847,0.2889183782446098,0.0,1.0,0.0,0.0
2016-05-04,-1.0,1.0,1.0,0.0,-0.3379753115640644,0.4911485813224213,0.0,1.0,0.0,0.0
2016-05-05,-1.0,1.0,1.0,0.0,-0.3240407058609344,0.49120539342310976,1.0,0.0,0.0,0.0
2016-05-06,-1.0,1.0,1.0,0.0,0.19418332373236474,0.4928122068674592,0.0,1.0,0.0,0.0
2016-05-09,-1.0,1.0,1.0,0.0,0.1370582909667695,0.5248284619217032,1.0,0.0,0.0,0.0
2016-05-10,-1.0,1.0,1.0,0.0,0.09572846621099512,0.5028946429653119,0.0,1.0,0.0,0.0
2016-05-11,-1.0,1.0,1.0,0.0,0.1780609942482928,0.49747029287742023,0.0,1.0,0.0,0.0
2016-05-12,-1.0,1.0,1.0,0.0,0.11369522379940639,0.48756794420502025,0.0,1.0,0.0,0.0
2016-05-13,-1.0,1.0,1.0,0.0,0.14010690565375772,0.4777647334328055,0.0,1.0,0.0,0.0
2016-05-16,-1.0,1.0,1.0,0.0,0.12915752485770937,0.6915343212973127,0.0,1.0,0.0,0.0
2016-05-17,-1.0,1.0,1.0,0.0,0.15299626994326765,0.7649619875999274,0.0,1.0,0.0,0.0
2016-05-18,-1.0,1.0,1.0,0.0,0.16897474809620833,0.7655326828949284,1.0,0.0,0.0,0.0
2016-05-19,-1.0,1.0,1.0,0.0,0.15478295855491406,0.7606650294624737,1.0,0.0,0.0,0.0
2016-05-20,-1.0,1.0,1.0,0.0,0.16963196862399338,0.7787692032865411,0.0,1.0,0.0,0.0
2016-05-23,-1.0,1.0,1.0,0.0,0.1945025571859501,0.8087885298910562,0.0,1.0,0.0,0.0
2016-05-24,-0.9644939892594075,0.9644939892594075,1.0,0.0,0.24620042421978958,0.8529856499599323,1.0,0.0,0.0,0.0
2016-05-25,-0.8374380661315628,0.8374380661315628,1.0,0.0,0.3185075320900792,0.8221639010076248,1.0,0.0,0.0,0.0
2016-05-26,-0.7899913511225156,0.7899913511225156,1.0,0.0,0.3564343789171901,0.8182222425032845,1.0,0.0,0.0,0.0
2016-05-27,-0.7420762886558065,0.7420762886558065,1.0,0.0,0.4531552880896819,0.3074891939952001,1.0,0.0,0.0,0.0
2016-05-31,-0.6693813285467517,0.6693813285467517,1.0,0.0,0.4765922949233496,0.36432979955897593,1.0,0.0,0.0,0.0
2016-06-01,-0.6043848700467236,0.6043848700467236,1.0,0.0,0.5688065694806714,0.3376687302057999,1.0,0.0,0.0,0.0
2016-06-02,-0.6453907779473572,0.6453907779473572,1.0,0.0,0.2693652283100637,-0.3115823746146484,1.0,0.0,0.0,0.0
2016-06-03,-0.7243653548544065,0.7243653548544065,1.0,0.0,0.25097358701479716,-0.2569005412273056,0.0,1.0,0.0,0.0
2016-06-06,-0.6176072234596648,0.6176072234596648,1.0,0.0,-0.16786634446953871,-0.29771019235434343,1.0,0.0,0.0,0.0
2016-06-07,-0.6231471422806465,0.6231471422806465,1.0,0.0,-0.07942712674425786,-0.29494254653982943,1.0,0.0,0.0,0.0
2016-06-08,-0.5705424708647788,0.5705424708647788,1.0,0.0,-0.07060952985037929,-0.3037661567397952,1.0,0.0,0.0,0.0
2016-06-09,-0.4974075107054734,0.4974075107054734,1.0,0.0,0.06633914502395817,-0.3183070423331002,1.0,0.0,0.0,0.0
2016-06-10,-0.453595278718243,0.453595278718243,1.0,0.0,0.11261403740951191,-0.2946206951778397,0.0,1.0,0.0,0.0
2016-06-13,-0.32465937827731145,0.32465937827731145,1.0,0.0,0.20106371960404892,-0.2691223383613793,1.0,0.0,0.0,0.0
2016-06-14,-0.34974002841478596,0.34974002841478596,1.0,0.0,0.23317388061134167,-0.2936021811412622,0.0,1.0,0.0,0.0
2016-06-15,-0.46650031070836945,0.46650031070836945,1.0,0.0,0.41427243595179225,-0.29171460704001795,0.0,1.0,0.0,0.0
2016-06-16,-0.4182701138008333,0.4182701138008333,1.0,0.0,0.36848903397440635,-0.2942933328146256,1.0,0.0,0.0,0.0
2016-06-17,-0.48507543838331574,0.48507543838331574,1.0,0.0,0.37478486682229917,-0.2600575055879412,0.0,1.0,0.0,0.0
2016-06-20,-0.5634224540285239,0.5634224540285239,1.0,0.0,0.3421907750258104,-0.2778570173347945,0.0,1.0,0.0,0.0
2016-06-21,-0.5395686421499507,0.5395686421499507,1.0,0.0,0.332738720880501,-0.2901749126630944,0.0,1.0,0.0,0.0
2016-06-22,-0.36527660247469496,0.36527660247469496,1.0,0.0,0.37214749787119417,-0.3411581895279721,1.0,0.0,0.0,0.0
2016-06-23,-0.49842193696742476,0.49842193696742476,1.0,0.0,0.4595166149032707,-0.3508463403203663,0.0,1.0,0.0,0.0
2016-06-24,-0.324491771870062,0.324491771870062,1.0,0.0,0.8917810984052207,-0.03550552185993095,0.0,1.0,0.0,0.0
2016-06-27,0.012750326156308063,-0.012750326156308063,1.0,0.0,1.0,0.10601514359279617,1.0,0.0,0.0,0.0
2016-06-28,-0.09376115009443035,0.09376115009443035,1.0,0.0,1.0,0.04432576648220164,0.0,1.0,0.0,0.0
2016-06-29,-0.36291931215343654,0.36291931215343654,1.0,0.0,1.0,0.11503871839315248,0.0,1.0,0.0,0.0
2016-06-30,-0.4125538222109396,0.4125538222109396,1.0,0.0,1.0,0.08569150283534595,0.0,1.0,0.0,0.0
2016-07-01,-0.39643567300426885,0.39643567300426885,1.0,0.0,1.0,0.056810761357474135,0.0,1.0,0.0,0.0
2016-07-05,-0.25991432698295247,0.25991432698295247,1.0,0.0,1.0,0.08964758600253689,0.0,1.0,0.0,0.0
2016-07-06,-0.1536397765151623,0.1536397765151623,1.0,0.0,1.0,0.04991532534156051,1.0,0.0,0.0,0.0
2016-07-07,-0.10682741466121426,0.10682741466121426,1.0,0.0,1.0,0.04461238749417016,1.0,0.0,0.0,0.0
2016-07-08,-0.15905620724999803,0.15905620724999803,1.0,0.0,1.0,0.070576337166388,1.0,0.0,0.0,0.0
2016-07-11,-0.059376435593425196,0.059376435593425196,1.0,0.0,1.0,0.04541978426286676,1.0,0.0,0.0,0.0
2016-07-12,-0.06761391946319634,0.06761391946319634,1.0,0.0,0.9250327617800589,0.031922726876918515,1.0,0.0,0.0,0.0
2016-07-13,0.1059543875013513,-0.1059543875013513,1.0,0.0,0.917076443415675,0.022577743938746547,1.0,0.0,0.0,0.0
2016-07-14,0.002451772880185783,-0.002451772880185783,1.0,0.0,0.8231121021624739,-0.009613716201531994,0.0,1.0,0.0,0.0
2016-07-15,0.17310377426626097,-0.17310377426626097,1.0,0.0,0.8090243312252239,-0.0425498089957079,1.0,0.0,0.0,0.0
2016-07-18,-0.03720763319037723,0.03720763319037723,1.0,0.0,0.8105446771842297,-0.06349695411427203,0.0,1.0,0.0,0.0
2016-07-19,0.06272372091622191,-0.06272372091622191,1.0,0.0,0.7646545110378821,-0.07146732692513501,1.0,0.0,0.0,0.0
2016-07-20,-0.13336480401733478,0.13336480401733478,1.0,0.0,0.7664171765013065,-0.07739016570460187,0.0,1.0,0.0,0.0
2016-07-21,-0.19238669743373688,0.19238669743373688,1.0,0.0,0.7266828706700796,-0.1345172810391911,0.0,1.0,0.0,0.0
2016-07-22,-0.06178300067155391,0.06178300067155391,1.0,0.0,0.6238119640621784,-0.2016532297676688,1.0,0.0,0.0,0.0
2016-07-25,0.2694687498956183,-0.2694687498956183,1.0,0.0,0.43925606905547265,-0.5380552916488814,1.0,0.0,0.0,0.0
2016-07-26,1.0,-1.0,1.0,0.0,0.11257024922540708,-0.7073325846643301,1.0,0.0,0.0,0.0
2016-07-27,0.8882714054040628,-0.8882714054040628,1.0,0.0,0.06510111845047917,-0.7163951150044139,0.0,1.0,0.0,0.0
2016-07-28,0.21059099731191216,-0.21059099731191216,1.0,0.0,-0.18919374040194953,-0.9353192575195012,0.0,1.0,0.0,0.0
2016-07-29,-1.0,1.0,1.0,0.0,-0.1703361940601677,1.0,0.0,1.0,0.0,0.0
2016-08-01,-1.0,1.0,1.0,0.0,-0.1731937085408468,1.0,1.0,0.0,0.0,0.0
2016-08-02,-1.0,1.0,1.0,0.0,-0.1994288448798288,1.0,0.0,1.0,0.0,0.0
2016-08-03,-0.1907889607353846,0.1907889607353846,1.0,0.0,-0.06540508766686075,0.9793679446629299,1.0,0.0,0.0,0.0
2016-08-04,-0.5073571892502016,0.5073571892502016,1.0,0.0,-0.01663748952972471,0.9487026027831069,0.0,1.0,0.0,0.0
2016-08-05,-0.25152154320751735,0.25152154320751735,1.0,0.0,-0.05532602138389851,0.9034604812463776,1.0,0.0,0.0,0.0
2016-08-08,-0.20596963558819986,0.20596963558819986,1.0,0.0,-0.05113205819185447,0.8686726316104643,0.0,1.0,0.0,0.0
2016-08-09,-0.12790258814917077,0.12790258814917077,1.0,0.0,-0.04223374292969269,0.8340159238256771,0.0,1.0,0.0,0.0
2016-08-10,-0.11552369738088861,0.11552369738088861,1.0,0.0,-0.06146675996803077,0.8122832924003949,0.0,1.0,0.0,0.0
2016-08-11,0.039610203284829455,-0.039610203284829455,0.0,1.0,-0.0822589292799121,0.8093289516244343,1.0,0.0,0.0,0.0
2016-08-12,0.32684667037140674,-0.32684667037140674,0.0,1.0,-0.09649409767282972,0.8057553957146832,1.0,0.0,0.0,0.0
2016-08-15,0.5343165309821992,-0.5343165309821992,0.0,1.0,-0.16406240376370101,0.793050520568014,1.0,0.0,0.0,0.0
2016-08-16,0.6822570007022956,-0.6822570007022956,0.0,1.0,-0.1349502318470615,0.7788703109879844,0.0,1.0,0.0,0.0
2016-08-17,0.6330006800870703,-0.6330006800870703,0.0,1.0,-0.23905966184139701,0.758582808765247,0.0,1.0,0.0,0.0
2016-08-18,0.9030760144804083,-0.9030760144804083,0.0,1.0,-0.2414291975380195,0.7679249592111304,1.0,0.0,0.0,0.0
2016-08-19,1.0,-1.0,0.0,1.0,-0.2084699860969929,0.7569893960698905,1.0,0.0,0.0,0.0
2016-08-22,1.0,-1.0,0.0,1.0,-0.19548451771933179,0.7441635013210212,0.0,1.0,0.0,0.0
2016-08-23,0.767767129856869,-0.767767129856869,0.0,1.0,-0.3989826520453572,0.7250229432562343,0.0,1.0,0.0,0.0
2016-08-24,0.8683731906157154,-0.8683731906157154,0.0,1.0,-0.4522604372172667,0.7146667895105139,1.0,0.0,0.0,0.0
2016-08-25,0.887575618321865,-0.887575618321865,0.0,1.0,-0.741645077367689,0.6890801742098268,0.0,1.0,0.0,0.0
2016-08-26,0.7354447479034157,-0.7354447479034157,0.0,1.0,-0.7243956210194473,-0.8072528064430771,0.0,1.0,0.0,0.0
2016-08-29,0.5752650834012504,-0.5752650834012504,0.0,1.0,-0.6565960419413044,-0.8971655029156782,0.0,1.0,0.0,0.0
2016-08-30,0.4329084195143401,-0.4329084195143401,0.0,1.0,-0.6266193070885353,-0.8722461890605214,0.0,1.0,0.0,0.0
2016-08-31,0.4590524843785673,-0.4590524843785673,0.0,1.0,-0.8653896189336683,-0.8556366965956128,0.0,1.0,0.0,0.0
2016-09-01,0.04567797284373039,-0.04567797284373039,1.0,0.0,-0.8552382134791561,-0.8433722417554504,0.0,1.0,0.0,0.0
2016-09-02,-0.028468390480062573,0.028468390480062573,1.0,0.0,-0.8179599408712226,-0.8131322778313693,1.0,0.0,0.0,0.0
2016-09-06,0.49945171668106686,-0.49945171668106686,1.0,0.0,-0.6047021690361642,-0.7852273709818485,1.0,0.0,0.0,0.0
2016-09-07,0.4846389786827034,-0.4846389786827034,1.0,0.0,-0.5931975388719192,-0.7764136189782516,1.0,0.0,0.0,0.0
2016-09-08,0.8461342778770709,-0.8461342778770709,0.0,1.0,-0.5401441202182055,-0.7806591257942046,1.0,0.0,0.0,0.0
2016-09-09,0.8741844835592375,-0.8741844835592375,0.0,1.0,-0.5086015706320646,-0.7816676965883793,0.0,1.0,0.0,0.0
2016-09-12,0.7443965277998845,-0.7443965277998845,0.0,1.0,-0.48152916421475594,-0.8160258387140781,0.0,1.0,0.0,0.0
2016-09-13,0.6290289351649803,-0.6290289351649803,0.0,1.0,-0.4787985063587212,-0.7913988801081597,0.0,1.0,0.0,0.0
2016-09-14,0.4710495008096279,-0.4710495008096279,0.0,1.0,-0.5015037173680896,-0.8067003599358005,0.0,1.0,0.0,0.0
2016-09-15,0.32462546555495236,-0.32462546555495236,0.0,1.0,-0.47874821306998644,-0.7803645971876482,0.0,1.0,0.0,0.0
2016-09-16,0.12311021329011688,-0.12311021329011688,1.0,0.0,-0.4944699062244188,-0.7508323669362095,0.0,1.0,0.0,0.0
2016-09-19,0.3124490873522451,-0.3124490873522451,0.0,1.0,-0.5381111846041241,-0.7278974868578827,1.0,0.0,0.0,0.0
2016-09-20,0.27898747930024737,-0.27898747930024737,1.0,0.0,-0.4744045508530577,-0.6879279934628931,0.0,1.0,0.0,0.0
2016-09-21,0.031218402305615556,-0.031218402305615556,1.0,0.0,-0.33674875598513665,-0.662411830937821,0.0,1.0,0.0,0.0
2016-09-22,0.06660557336894891,-0.06660557336894891,1.0,0.0,-0.32386174495146514,-0.6012653245983133,1.0,0.0,0.0,0.0
2016-09-23,-0.4544945343019005,0.4544945343019005,1.0,0.0,-0.06170389741612918,-0.5839893470232642,0.0,1.0,0.0,0.0
2016-09-26,-0.24711789598014408,0.24711789598014408,1.0,0.0,0.08038734956732593,-0.5306630501415099,0.0,1.0,0.0,0.0
2016-09-27,-0.04375717072337958,0.04375717072337958,0.0,1.0,0.1139560219812483,-0.5216086569860257,1.0,0.0,0.0,0.0
2016-09-28,-0.06103467898700101,0.06103467898700101,1.0,0.0,0.1446589679786713,-0.5049001931722775,1.0,0.0,0.0,0.0
2016-09-29,0.14875262896719643,-0.14875262896719643,1.0,0.0,0.22424507684539446,-0.47112669715224376,0.0,1.0,0.0,0.0
2016-09-30,0.2122973260732493,-0.2122973260732493,1.0,0.0,0.11917404096866208,-0.43831176883037,1.0,0.0,0.0,0.0
2016-10-03,-0.032837856797325496,0.032837856797325496,1.0,0.0,0.16105313303071359,-0.4417899581079208,0.0,1.0,0.0,0.0
2016-10-04,-0.2985204566778814,0.2985204566778814,1.0,0.0,-0.09154447633053789,-0.43326930011078374,0.0,1.0,0.0,0.0
2016-10-05,0.1622580812585763,-0.1622580812585763,1.0,0.0,-0.016406066459524634,-0.3955962792647401,1.0,0.0,0.0,0.0
2016-10-06,0.5649665255139209,-0.5649665255139209,0.0,1.0,0.010501144906386537,-0.38668393481324886,1.0,0.0,0.0,0.0
2016-10-07,0.4920883020500561,-0.4920883020500561,0.0,1.0,0.021409923889090375,-0.36294412208062876,0.0,1.0,0.0,0.0
2016-10-10,0.5819763438109034,-0.5819763438109034,0.0,1.0,0.023010829536170996,-0.33468019967169876,1.0,0.0,0.0,0.0
2016-10-11,0.650889140039781,-0.650889140039781,0.0,1.0,0.08781191945392718,-0.3282089920123004,1.0,0.0,0.0,0.0
2016-10-12,0.5570852223893256,-0.5570852223893256,0.0,1.0,0.10693971423952725,-0.32092094801102783,0.0,1.0,0.0,0.0
2016-10-13,0.7405822537335777,-0.7405822537335777,0.0,1.0,0.1726429624227244,-0.3139683366192788,1.0,0.0,0.0,0.0
2016-10-14,0.6808756623152463,-0.6808756623152463,0.0,1.0,0.20912678512476357,-0.2999111084324003,1.0,0.0,0.0,0.0
2016-10-17,0.5402683403621029,-0.5402683403621029,0.0,1.0,0.22990036398147698,-0.28804326445387946,0.0,1.0,0.0,0.0
2016-10-18,0.06736212941137666,-0.06736212941137666,1.0,0.0,0.48190016281889814,-0.29037468754367657,0.0,1.0,0.0,0.0
