Date,MR_IDCC,MR_NICE,Mom_IDCC,Mom_NICE,VB_IDCC,VB_NICE,XSR_IDCC,XSR_NICE,Val_IDCC,Val_NICE
2016-01-28,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-29,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-01,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-02,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-03,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-04,0.727525411125442,-0.727525411125442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-05,0.861266676194237,-0.861266676194237,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-08,0.7611149373558629,-0.7611149373558629,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-09,0.7214953355592071,-0.7214953355592071,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-10,0.6892346116266108,-0.6892346116266108,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-11,0.6840138267094439,-0.6840138267094439,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-12,0.6017871875397515,-0.6017871875397515,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-16,0.45341386858383426,-0.45341386858383426,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-17,0.366428772556273,-0.366428772556273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-18,-0.14008833264288123,0.14008833264288123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-19,-0.1297090328957974,0.1297090328957974,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-22,-0.37736968179323277,0.37736968179323277,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-23,-0.5385211290801002,0.5385211290801002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-24,-0.6853369997812655,0.6853369997812655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-25,-0.46000868462713806,0.46000868462713806,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-26,-0.5032945909626008,0.5032945909626008,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-29,-0.483100981632018,0.483100981632018,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-01,-0.6814079536638977,0.6814079536638977,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-02,-0.867438277292228,0.867438277292228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-03,-0.9650143346793981,0.9650143346793981,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-04,-0.9816459875925431,0.9816459875925431,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-07,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-08,-0.9019725329896338,0.9019725329896338,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-09,-0.8651794802801472,0.8651794802801472,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-10,-0.7441057358688837,0.7441057358688837,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-11,-0.7842590106382894,0.7842590106382894,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-14,-0.7126059286310886,0.7126059286310886,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-15,-0.6400104076577421,0.6400104076577421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-16,-0.710203737200383,0.710203737200383,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-17,-0.6892026051151181,0.6892026051151181,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-18,-0.7061946629709361,0.7061946629709361,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-21,-0.7257033639503996,0.7257033639503996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-22,-0.68505924285094,0.68505924285094,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-23,-0.6107980104468453,0.6107980104468453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-24,-0.5965871526210612,0.5965871526210612,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-28,-0.5373158819978978,0.5373158819978978,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-29,-0.6848411462294346,0.6848411462294346,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-30,-0.6895190588699074,0.6895190588699074,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-31,-0.7645709093347838,0.7645709093347838,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-01,-0.7192737006805975,0.7192737006805975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-04,-0.6914462094395801,0.6914462094395801,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-05,-0.6178267728793376,0.6178267728793376,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-06,-0.6303133524768266,0.6303133524768266,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-07,-0.5016817449985611,0.5016817449985611,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-08,-0.546764965441163,0.546764965441163,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-11,-0.5342107605647398,0.5342107605647398,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-12,-0.7499217066289129,0.7499217066289129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-13,-0.7629463276150281,0.7629463276150281,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-14,-0.7466448845366139,0.7466448845366139,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-15,-0.6718539184796625,0.6718539184796625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-18,-0.6462153961512911,0.6462153961512911,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-19,-0.6670024598473744,0.6670024598473744,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-20,-0.6626496954184349,0.6626496954184349,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-21,-0.595678679885326,0.595678679885326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-22,-0.6407811419785924,0.6407811419785924,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-25,-0.599202908378485,0.599202908378485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-26,-0.5603805411362469,0.5603805411362469,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-27,-0.5738122568851877,0.5738122568851877,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-28,-0.5131786124143576,0.5131786124143576,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-29,-0.49270948304690027,0.49270948304690027,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-05-02,-0.46818465910779866,0.46818465910779866,1.0,0.0,-0.17853400021718405,-0.5991309640958317,1.0,0.0,0.0,0.0
2016-05-03,-0.38232606936092056,0.38232606936092056,1.0,0.0,-0.10108035963960485,-0.6445757913992212,1.0,0.0,0.0,0.0
2016-05-04,-0.2906003333381789,0.2906003333381789,1.0,0.0,-0.052885523247930694,-0.5505950836917683,1.0,0.0,0.0,0.0
2016-05-05,-0.19066559414877102,0.19066559414877102,1.0,0.0,-0.17300796776193703,-0.5144963960559211,1.0,0.0,0.0,0.0
2016-05-06,-0.22353705929502213,0.22353705929502213,1.0,0.0,-0.16710481637228464,-0.5412813367809292,0.0,1.0,0.0,0.0
2016-05-09,-0.17626248482426193,0.17626248482426193,1.0,0.0,-0.14550197569751339,-0.437468110739788,0.0,1.0,0.0,0.0
2016-05-10,-0.279050364444351,0.279050364444351,1.0,0.0,-0.8611332998012191,-0.4120597929090423,0.0,1.0,0.0,0.0
2016-05-11,-0.21391582951593324,0.21391582951593324,1.0,0.0,-0.91922804317049,-0.4975548149532453,1.0,0.0,0.0,0.0
2016-05-12,-0.11066155630075039,0.11066155630075039,1.0,0.0,-0.9080088937961374,-0.48980591507453947,1.0,0.0,0.0,0.0
2016-05-13,-0.08255766757462332,0.08255766757462332,1.0,0.0,-0.7184545590231706,-0.5192203869426162,1.0,0.0,0.0,0.0
2016-05-16,-0.009465678918908439,0.009465678918908439,1.0,0.0,-0.7001350830723597,-0.4247136276941039,1.0,0.0,0.0,0.0
2016-05-17,0.08979488572520834,-0.08979488572520834,1.0,0.0,-0.6380969979704277,-0.23000024621367046,0.0,1.0,0.0,0.0
2016-05-18,0.09769672902529772,-0.09769672902529772,0.0,1.0,-0.5164391481726714,0.4937929136944518,1.0,0.0,0.0,0.0
2016-05-19,-0.0057790500882363835,0.0057790500882363835,1.0,0.0,-0.511945276367287,0.8965477863469052,0.0,1.0,0.0,0.0
2016-05-20,-0.2088722551988731,0.2088722551988731,1.0,0.0,-0.2622897948409123,0.8854643614855335,0.0,1.0,0.0,0.0
2016-05-23,-0.2834746411704095,0.2834746411704095,1.0,0.0,-0.22560084154929894,0.8848748444694109,0.0,1.0,0.0,0.0
2016-05-24,-0.5434779071220309,0.5434779071220309,1.0,0.0,0.11134870724619392,1.0,1.0,0.0,0.0,0.0
2016-05-25,-0.6466601482714541,0.6466601482714541,1.0,0.0,0.2634527474450526,1.0,0.0,1.0,0.0,0.0
2016-05-26,-0.6882873165426698,0.6882873165426698,1.0,0.0,0.3117484737231576,1.0,1.0,0.0,0.0,0.0
2016-05-27,-0.7492762507629716,0.7492762507629716,1.0,0.0,0.34853309657854403,1.0,0.0,1.0,0.0,0.0
2016-05-31,-0.8869027958654118,0.8869027958654118,1.0,0.0,0.38908843298442175,1.0,0.0,1.0,0.0,0.0
2016-06-01,-0.8545657974164241,0.8545657974164241,1.0,0.0,0.22812635760969294,1.0,1.0,0.0,0.0,0.0
2016-06-02,-0.8515249415586548,0.8515249415586548,1.0,0.0,0.13112199227935922,1.0,0.0,1.0,0.0,0.0
2016-06-03,-0.8627310353858962,0.8627310353858962,1.0,0.0,-0.03387327628560945,1.0,0.0,1.0,0.0,0.0
2016-06-06,-0.9022290097859254,0.9022290097859254,1.0,0.0,0.02900557652400431,1.0,0.0,1.0,0.0,0.0
2016-06-07,-0.9045389237588048,0.9045389237588048,1.0,0.0,-0.025614776508994696,1.0,0.0,1.0,0.0,0.0
2016-06-08,-0.9774380928588546,0.9774380928588546,1.0,0.0,-0.1311678665421356,0.9921544799237982,0.0,1.0,0.0,0.0
2016-06-09,-0.9525502168547577,0.9525502168547577,1.0,0.0,-0.225600589088169,0.9693361218067497,0.0,1.0,0.0,0.0
2016-06-10,-0.8983526329837306,0.8983526329837306,1.0,0.0,-0.21995698908537936,1.0,0.0,1.0,0.0,0.0
2016-06-13,-0.7043162655650207,0.7043162655650207,1.0,0.0,0.12074448455634429,1.0,1.0,0.0,0.0,0.0
2016-06-14,-0.7590843095373089,0.7590843095373089,1.0,0.0,0.1168105827508156,0.9211701085621994,0.0,1.0,0.0,0.0
2016-06-15,-0.7320004852914064,0.7320004852914064,1.0,0.0,-0.11465027577394367,0.8710573563275271,0.0,1.0,0.0,0.0
2016-06-16,-0.7345391125456698,0.7345391125456698,1.0,0.0,-0.13987849312501446,0.39459012288106776,0.0,1.0,0.0,0.0
2016-06-17,-0.5989540662131327,0.5989540662131327,1.0,0.0,-0.054967686833013674,0.08636301450035605,1.0,0.0,0.0,0.0
2016-06-20,-0.5389036276673085,0.5389036276673085,1.0,0.0,-0.3669314800349679,0.2226888104889078,1.0,0.0,0.0,0.0
2016-06-21,-0.3686988466069551,0.3686988466069551,1.0,0.0,-0.19048870074268942,0.2147215651227359,1.0,0.0,0.0,0.0
2016-06-22,0.15937101090950373,-0.15937101090950373,1.0,0.0,0.5019565722272723,0.041103608891088765,1.0,0.0,0.0,0.0
2016-06-23,-0.11578691547743626,0.11578691547743626,1.0,0.0,0.8192249456823416,0.06084931715871885,0.0,1.0,0.0,0.0
2016-06-24,0.5637058231942499,-0.5637058231942499,1.0,0.0,1.0,0.3856755308110719,0.0,1.0,0.0,0.0
2016-06-27,1.0,-1.0,1.0,0.0,1.0,0.37383067845503687,1.0,0.0,0.0,0.0
2016-06-28,0.9125289267826876,-0.9125289267826876,1.0,0.0,1.0,0.3590109567602352,0.0,1.0,0.0,0.0
2016-06-29,0.6138797164458285,-0.6138797164458285,0.0,1.0,1.0,0.4852131157602415,1.0,0.0,0.0,0.0
2016-06-30,0.2881683860400592,-0.2881683860400592,1.0,0.0,1.0,0.5025095400131063,0.0,1.0,0.0,0.0
2016-07-01,0.5485923314875203,-0.5485923314875203,0.0,1.0,1.0,0.5412717181088951,1.0,0.0,0.0,0.0
2016-07-05,0.7513666332861528,-0.7513666332861528,0.0,1.0,1.0,0.5470092601379969,0.0,1.0,0.0,0.0
2016-07-06,0.7177368957510325,-0.7177368957510325,0.0,1.0,1.0,0.524875893810285,0.0,1.0,0.0,0.0
2016-07-07,0.5751706061581252,-0.5751706061581252,0.0,1.0,1.0,0.511446700996682,0.0,1.0,0.0,0.0
2016-07-08,0.13236728081708826,-0.13236728081708826,0.0,1.0,1.0,0.5274368104070783,0.0,1.0,0.0,0.0
2016-07-11,0.030083083117852686,-0.030083083117852686,0.0,1.0,1.0,0.390741436058824,1.0,0.0,0.0,0.0
2016-07-12,-0.1794286941090889,0.1794286941090889,0.0,1.0,1.0,0.3681056405345577,0.0,1.0,0.0,0.0
2016-07-13,-0.04862010172286318,0.04862010172286318,1.0,0.0,1.0,0.3692878723938475,1.0,0.0,0.0,0.0
2016-07-14,-0.03934580805064642,0.03934580805064642,0.0,1.0,1.0,0.3579385339011724,0.0,1.0,0.0,0.0
2016-07-15,-0.16213785036066203,0.16213785036066203,0.0,1.0,1.0,0.3142566300726511,0.0,1.0,0.0,0.0
2016-07-18,-0.2162864290265746,0.2162864290265746,1.0,0.0,0.9846259053771677,0.2926799866942732,0.0,1.0,0.0,0.0
2016-07-19,-0.1570435511026503,0.1570435511026503,0.0,1.0,0.9438962065961153,0.1909163189098074,0.0,1.0,0.0,0.0
2016-07-20,-0.33559186090442683,0.33559186090442683,1.0,0.0,0.8993364174658416,0.187143593519864,0.0,1.0,0.0,0.0
2016-07-21,-0.13616671128315255,0.13616671128315255,1.0,0.0,0.7359955352629758,0.19122239674095967,1.0,0.0,0.0,0.0
2016-07-22,-0.2606808900213099,0.2606808900213099,0.0,1.0,0.6638352065711982,0.1617280792405,0.0,1.0,0.0,0.0
2016-07-25,-0.4104451262541001,0.4104451262541001,1.0,0.0,0.23445873624721797,-0.44495653854062545,0.0,1.0,0.0,0.0
2016-07-26,-0.6083119789695813,0.6083119789695813,1.0,0.0,-0.05393916884313802,-0.49067581837949503,0.0,1.0,0.0,0.0
2016-07-27,-0.6750796588141423,0.6750796588141423,1.0,0.0,-0.06102442442515389,-0.486932678020884,0.0,1.0,0.0,0.0
2016-07-28,-0.5315900461066732,0.5315900461066732,0.0,1.0,-0.1454484522423432,-0.2303757821648412,1.0,0.0,0.0,0.0
2016-07-29,-0.43035773281473505,0.43035773281473505,1.0,0.0,-0.21040389662944353,-0.27446328525193764,1.0,0.0,0.0,0.0
2016-08-01,-0.4687546898283731,0.4687546898283731,1.0,0.0,-0.2502326154694346,-0.3582815616551302,0.0,1.0,0.0,0.0
2016-08-02,-0.5668596693343857,0.5668596693343857,1.0,0.0,-0.3587728889648768,-0.443532560652016,0.0,1.0,0.0,0.0
2016-08-03,-1.0,1.0,1.0,0.0,-0.17354934599022478,-0.47095642892202366,0.0,1.0,0.0,0.0
2016-08-04,-1.0,1.0,1.0,0.0,-0.12030795169776999,-0.5041300559474726,0.0,1.0,0.0,0.0
2016-08-05,-1.0,1.0,1.0,0.0,-0.16846081021114162,-0.5662078922321442,0.0,1.0,0.0,0.0
2016-08-08,-1.0,1.0,1.0,0.0,-0.17526663071100756,-0.6050899665245784,0.0,1.0,0.0,0.0
2016-08-09,-1.0,1.0,1.0,0.0,-0.1712578020971418,-0.6567480301940981,0.0,1.0,0.0,0.0
2016-08-10,-1.0,1.0,1.0,0.0,-0.24697011949201805,-0.6971028586964231,0.0,1.0,0.0,0.0
2016-08-11,-1.0,1.0,1.0,0.0,-0.23609484844797096,-0.7065625381495957,1.0,0.0,0.0,0.0
2016-08-12,-1.0,1.0,1.0,0.0,-0.22683891268831255,-0.564676772152158,0.0,1.0,0.0,0.0
2016-08-15,-1.0,1.0,1.0,0.0,-0.2449410984883143,-0.4073284581078761,0.0,1.0,0.0,0.0
2016-08-16,-1.0,1.0,1.0,0.0,-0.2324277465918537,-0.3875068384507222,0.0,1.0,0.0,0.0
2016-08-17,-1.0,1.0,1.0,0.0,-0.24463794379428747,-0.38455574919842644,0.0,1.0,0.0,0.0
2016-08-18,-1.0,1.0,1.0,0.0,-0.35017033861601793,-0.3902233560593155,1.0,0.0,0.0,0.0
2016-08-19,-1.0,1.0,1.0,0.0,-0.3306592594206844,-0.3637936801641695,0.0,1.0,0.0,0.0
2016-08-22,-0.9778426300474682,0.9778426300474682,1.0,0.0,-0.3069133406218132,-0.34559896772824744,1.0,0.0,0.0,0.0
2016-08-23,-0.943888616125956,0.943888616125956,1.0,0.0,-0.3084617760008522,-0.33644334489002314,1.0,0.0,0.0,0.0
2016-08-24,-0.929932201504095,0.929932201504095,1.0,0.0,-0.30717106048631837,-0.32191634810012254,0.0,1.0,0.0,0.0
2016-08-25,-0.9043815419396836,0.9043815419396836,1.0,0.0,-0.30336094236335615,-1.0,0.0,1.0,0.0,0.0
2016-08-26,-0.874820488771938,0.874820488771938,1.0,0.0,-0.3392225331573126,-1.0,0.0,1.0,0.0,0.0
2016-08-29,-0.8742104586635533,0.8742104586635533,1.0,0.0,-0.3442821016762415,-1.0,0.0,1.0,0.0,0.0
2016-08-30,-0.8659126580866672,0.8659126580866672,1.0,0.0,-0.3480221297309766,-1.0,1.0,0.0,0.0,0.0
2016-08-31,-0.8842774791152017,0.8842774791152017,1.0,0.0,-0.5797577012282428,-1.0,0.0,1.0,0.0,0.0
2016-09-01,-0.8567188516465197,0.8567188516465197,1.0,0.0,-0.7138766857513724,-1.0,0.0,1.0,0.0,0.0
2016-09-02,-0.8532975934160163,0.8532975934160163,1.0,0.0,-0.9183048226785908,-1.0,0.0,1.0,0.0,0.0
2016-09-06,-0.831798846898139,0.831798846898139,1.0,0.0,-0.9041660660119049,-1.0,0.0,1.0,0.0,0.0
2016-09-07,-0.8488304502281541,0.8488304502281541,1.0,0.0,-0.9532231151836611,-0.9813687100059066,0.0,1.0,0.0,0.0
2016-09-08,-0.8007209316635967,0.8007209316635967,1.0,0.0,-0.9091528375456462,-0.9369468376138808,1.0,0.0,0.0,0.0
2016-09-09,-0.6236017032924411,0.6236017032924411,1.0,0.0,-0.5255351324343205,-0.825633775342183,1.0,0.0,0.0,0.0
2016-09-12,-0.7418776253978226,0.7418776253978226,1.0,0.0,-0.4035470813897334,-0.7649953230527601,0.0,1.0,0.0,0.0
2016-09-13,-0.7551832699385267,0.7551832699385267,1.0,0.0,-0.41160878610011137,-0.5792315306182821,0.0,1.0,0.0,0.0
2016-09-14,-0.811070248005817,0.811070248005817,1.0,0.0,-0.40841416016638765,-0.5351749795112795,0.0,1.0,0.0,0.0
2016-09-15,-0.8683915245514087,0.8683915245514087,1.0,0.0,-0.33108924437361553,-0.29243994469629914,1.0,0.0,0.0,0.0
2016-09-16,-0.8116959284565655,0.8116959284565655,1.0,0.0,-0.2603784624399881,-0.2944531196473979,0.0,1.0,0.0,0.0
2016-09-19,-0.8717800582251314,0.8717800582251314,1.0,0.0,-0.21041170705452047,-0.27987853701971754,0.0,1.0,0.0,0.0
2016-09-20,-0.8156317877960707,0.8156317877960707,1.0,0.0,-0.032343983832242275,-0.1196495883535629,1.0,0.0,0.0,0.0
2016-09-21,-0.8413728348286463,0.8413728348286463,1.0,0.0,0.10363294341852043,-0.06901190095582904,0.0,1.0,0.0,0.0
2016-09-22,-0.9137821548449387,0.9137821548449387,1.0,0.0,0.15197194284743093,-0.05755716633383381,0.0,1.0,0.0,0.0
2016-09-23,-0.7942828146539856,0.7942828146539856,1.0,0.0,0.2575152713735747,0.08283496806115737,1.0,0.0,0.0,0.0
2016-09-26,-0.7405328105046075,0.7405328105046075,1.0,0.0,0.31229546241720463,0.1470198489405355,0.0,1.0,0.0,0.0
2016-09-27,-0.7823471281843741,0.7823471281843741,1.0,0.0,0.3547021985241759,0.1833212260491576,0.0,1.0,0.0,0.0
2016-09-28,-0.7606166059733767,0.7606166059733767,1.0,0.0,0.40986435419228373,0.19914604864808266,0.0,1.0,0.0,0.0
2016-09-29,-0.7432501657765284,0.7432501657765284,1.0,0.0,0.411925232982066,0.2073970905279196,0.0,1.0,0.0,0.0
2016-09-30,-0.7413197273655001,0.7413197273655001,1.0,0.0,0.4217444929394099,0.2522443292047452,0.0,1.0,0.0,0.0
2016-10-03,-0.6783965611905058,0.6783965611905058,1.0,0.0,0.5155528902616463,0.2952291997685274,1.0,0.0,0.0,0.0
2016-10-04,-0.6321343765476972,0.6321343765476972,1.0,0.0,0.53596263616246,0.309065287970354,1.0,0.0,0.0,0.0
2016-10-05,-0.632223603975441,0.632223603975441,1.0,0.0,0.5387467623291281,0.2602452913940069,0.0,1.0,0.0,0.0
2016-10-06,-0.6327769546634744,0.6327769546634744,1.0,0.0,0.5699322027986325,0.28124586581396793,0.0,1.0,0.0,0.0
2016-10-07,-0.620265772198067,0.620265772198067,1.0,0.0,0.2368030113283427,0.21191904790659719,1.0,0.0,0.0,0.0
2016-10-10,-0.6086046446204109,0.6086046446204109,1.0,0.0,0.11246597592345485,0.21082000475314241,1.0,0.0,0.0,0.0
2016-10-11,-0.5539151181278275,0.5539151181278275,1.0,0.0,0.16858017815626927,-0.030171721660300316,1.0,0.0,0.0,0.0
2016-10-12,-0.5734413964064274,0.5734413964064274,1.0,0.0,0.1516334688199191,-0.07130394079156778,0.0,1.0,0.0,0.0
2016-10-13,-0.4966996727669205,0.4966996727669205,1.0,0.0,0.02357886151543145,-0.5174151835840327,1.0,0.0,0.0,0.0
2016-10-14,-0.4461556633029597,0.4461556633029597,1.0,0.0,0.07268611340128464,-0.4875216756178334,1.0,0.0,0.0,0.0
2016-10-17,-0.49402841303135425,0.49402841303135425,1.0,0.0,-0.05331253546965605,-0.4473328860871802,0.0,1.0,0.0,0.0
2016-10-18,-0.5389484321511898,0.5389484321511898,1.0,0.0,-0.0025104800524257606,-0.36312041980895476,0.0,1.0,0.0,0.0
2016-10-19,-0.5791579913341364,0.5791579913341364,1.0,0.0,-0.057890799874693886,-0.411404277189193,0.0,1.0,0.0,0.0
