Date,MR_AXSM,MR_EXEL,Mom_AXSM,Mom_EXEL,VB_AXSM,VB_EXEL,XSR_AXSM,XSR_EXEL,Val_AXSM,Val_EXEL
2016-01-28,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-29,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-01,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-02,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-03,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-04,0.880392170398753,0.880392170398753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-05,0.9684841929714306,0.9684841929714306,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-08,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-10,0.9168202232987045,0.9168202232987045,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-11,0.9150352020204096,0.9150352020204096,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-12,0.5305024120889535,0.5305024120889535,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-16,0.44103732895785985,0.44103732895785985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-17,0.39014184824916504,0.39014184824916504,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-18,0.42405981021270067,0.42405981021270067,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-19,0.3387456810595187,0.3387456810595187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-22,0.33272354122949005,0.33272354122949005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-23,0.3807312424842111,0.3807312424842111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-24,0.44480555086367896,0.44480555086367896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-25,0.5783051046475634,0.5783051046475634,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-26,0.41636864179038746,0.41636864179038746,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-29,0.6335131057874394,0.6335131057874394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-01,0.44972945033535844,0.44972945033535844,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-02,0.3609392239538043,0.3609392239538043,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-03,0.3908957361243197,0.3908957361243197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-04,0.6415674940614435,0.6415674940614435,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-07,0.5276416773478061,0.5276416773478061,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-08,0.703146743397878,0.703146743397878,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-09,0.6639145486655778,0.6639145486655778,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-10,0.6762229913263118,0.6762229913263118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-11,0.5558690417059026,0.5558690417059026,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-14,-0.09006628109244726,-0.09006628109244726,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-15,-0.0873169829853489,-0.0873169829853489,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-16,-0.1653249442672473,-0.1653249442672473,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-17,0.1726612392900853,0.1726612392900853,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-18,0.2352045473560598,0.2352045473560598,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-21,0.19462553282691464,0.19462553282691464,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-22,0.09427181660028688,0.09427181660028688,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-23,0.0764591626458042,0.0764591626458042,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-24,0.1804284144434012,0.1804284144434012,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-28,0.3263672173567812,0.3263672173567812,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-29,0.34499282131974396,0.34499282131974396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-30,0.1392157883099361,0.1392157883099361,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-31,0.12291271436602359,0.12291271436602359,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-01,0.005614915024071451,0.005614915024071451,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-04,-0.16339351371520383,-0.16339351371520383,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-05,-0.1869131920499246,-0.1869131920499246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-06,-0.3203306731122488,-0.3203306731122488,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-07,-0.3722625835849543,-0.3722625835849543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-08,-0.46299971946655666,-0.46299971946655666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-11,-0.2584929127119706,-0.2584929127119706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-12,-0.30875757359080824,-0.30875757359080824,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-13,-0.460330625580684,-0.460330625580684,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-14,-0.49700501989500806,-0.49700501989500806,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-15,-0.5074916772774593,-0.5074916772774593,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-18,-0.6162099414282476,-0.6162099414282476,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-19,-0.6127304534079474,-0.6127304534079474,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-20,-0.6367203295956481,-0.6367203295956481,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-21,-0.7743318940408267,-0.7743318940408267,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-22,-0.7010138525633726,-0.7010138525633726,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-25,-0.761814351018072,-0.761814351018072,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-26,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-27,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-28,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-29,-0.9457571441804464,-0.9457571441804464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-05-02,-0.8912012735207112,-0.8912012735207112,1.0,0.0,-0.6245538231596284,-0.8064310973258602,1.0,0.0,0.0,0.0
2016-05-03,-0.6722305965519797,-0.6722305965519797,1.0,0.0,-0.5624943106510801,-0.6778380339944877,1.0,0.0,0.0,0.0
2016-05-04,-0.7127146801108591,-0.7127146801108591,1.0,0.0,-0.3613494415079903,-0.4194356972751479,0.0,1.0,0.0,0.0
2016-05-05,-0.8207453814295239,-0.8207453814295239,1.0,0.0,-0.3080341233636987,-0.26024501884343854,1.0,0.0,0.0,0.0
2016-05-06,-0.8624538143430327,-0.8624538143430327,1.0,0.0,-0.2821064401511563,-0.24162942697027867,1.0,0.0,0.0,0.0
2016-05-09,-0.80822667836778,-0.80822667836778,1.0,0.0,-0.3912347307906304,-0.20063889595699366,1.0,0.0,0.0,0.0
2016-05-10,-0.8027079046392948,-0.8027079046392948,1.0,0.0,-0.3186343315767328,-0.18499792523897374,1.0,0.0,0.0,0.0
2016-05-11,-0.7513620189820053,-0.7513620189820053,1.0,0.0,-0.32067874052872253,-0.11499998604441337,0.0,1.0,0.0,0.0
2016-05-12,-0.849114853142589,-0.849114853142589,1.0,0.0,-0.30551376177410144,0.029320625776453904,1.0,0.0,0.0,0.0
2016-05-13,-0.7431070201600553,-0.7431070201600553,0.0,1.0,-0.21022922721367793,0.2989341667602062,1.0,0.0,0.0,0.0
2016-05-16,-0.5699835227850051,-0.5699835227850051,0.0,1.0,-0.16571522253466114,0.35426624029721104,1.0,0.0,0.0,0.0
2016-05-17,-0.565404653943311,-0.565404653943311,0.0,1.0,-0.14067620017969362,0.41526058481843053,0.0,1.0,0.0,0.0
2016-05-18,-0.44123746090685895,-0.44123746090685895,0.0,1.0,-0.08521703265227086,0.4667570754046003,1.0,0.0,0.0,0.0
2016-05-19,-0.4521026107355059,-0.4521026107355059,0.0,1.0,-0.06496700678202535,0.3762759075955926,0.0,1.0,0.0,0.0
2016-05-20,-0.5532136406122181,-0.5532136406122181,0.0,1.0,-0.025910286234965964,0.3324937172880567,1.0,0.0,0.0,0.0
2016-05-23,-0.632809369337901,-0.632809369337901,0.0,1.0,0.0006658791570389382,0.3654899304492675,1.0,0.0,0.0,0.0
2016-05-24,-0.557985712508224,-0.557985712508224,0.0,1.0,-0.1709823503891746,0.423083484599573,1.0,0.0,0.0,0.0
2016-05-25,-0.2931215737767733,-0.2931215737767733,0.0,1.0,-0.4335622095400803,0.3574590892910958,1.0,0.0,0.0,0.0
2016-05-26,-0.23077098458263975,-0.23077098458263975,0.0,1.0,-0.42247556851310797,0.32712314878271237,1.0,0.0,0.0,0.0
2016-05-27,0.01259494749801054,0.01259494749801054,0.0,1.0,-0.4022277123441211,0.3254712727255565,1.0,0.0,0.0,0.0
2016-05-31,0.05574677142261662,0.05574677142261662,0.0,1.0,-0.3076062938966339,0.32292278145014286,1.0,0.0,0.0,0.0
2016-06-01,0.09888954781184077,0.09888954781184077,0.0,1.0,-0.3323605620067161,0.2376057007163095,1.0,0.0,0.0,0.0
2016-06-02,0.16826124417194216,0.16826124417194216,0.0,1.0,-0.46432349372406895,-0.06667858095648861,1.0,0.0,0.0,0.0
2016-06-03,0.17017392329730102,0.17017392329730102,0.0,1.0,-0.42308898279183543,-0.20197619240078007,0.0,1.0,0.0,0.0
2016-06-06,-0.08393844805075207,-0.08393844805075207,0.0,1.0,-0.380508086227872,0.15387413219610133,1.0,0.0,0.0,0.0
2016-06-07,-0.09277290542390958,-0.09277290542390958,0.0,1.0,-0.3320664739759332,0.29634168264940947,0.0,1.0,0.0,0.0
2016-06-08,-0.2112798313090252,-0.2112798313090252,0.0,1.0,0.199262048162069,0.3172558274575726,0.0,1.0,0.0,0.0
2016-06-09,-0.19200589313171568,-0.19200589313171568,0.0,1.0,0.20929031309016927,0.4869790248341944,1.0,0.0,0.0,0.0
2016-06-10,-0.19388334639861607,-0.19388334639861607,0.0,1.0,0.2036593890674674,0.42779536228226145,1.0,0.0,0.0,0.0
2016-06-13,0.40265625390457693,0.40265625390457693,0.0,1.0,0.8670691457380374,0.16569594214947417,1.0,0.0,0.0,0.0
2016-06-14,0.7840922359346271,0.7840922359346271,0.0,1.0,0.925823638727333,0.10659313593807307,1.0,0.0,0.0,0.0
2016-06-15,0.6030551992569556,0.6030551992569556,0.0,1.0,0.9418881424080038,-0.1911500504782977,0.0,1.0,0.0,0.0
2016-06-16,0.40069343235968613,0.40069343235968613,0.0,1.0,0.9769545407133374,-0.13477281796236043,0.0,1.0,0.0,0.0
2016-06-17,0.7328306112610307,0.7328306112610307,0.0,1.0,0.984041708262613,-0.09433928104167498,1.0,0.0,0.0,0.0
2016-06-20,0.8217907537802491,0.8217907537802491,0.0,1.0,0.9210353145480726,-0.10493754237218095,1.0,0.0,0.0,0.0
2016-06-21,0.5473834325442178,0.5473834325442178,0.0,1.0,1.0,-0.2974178068233988,0.0,1.0,0.0,0.0
2016-06-22,0.4080714397918208,0.4080714397918208,0.0,1.0,1.0,-0.27584696354455884,0.0,1.0,0.0,0.0
2016-06-23,0.13293277869682738,0.13293277869682738,0.0,1.0,1.0,-0.25373085562619496,0.0,1.0,0.0,0.0
2016-06-24,0.37702885516951695,0.37702885516951695,0.0,1.0,1.0,-0.15102615970413455,1.0,0.0,0.0,0.0
2016-06-27,0.13434163348816902,0.13434163348816902,0.0,1.0,0.9501689766235989,-0.0041746156656866035,0.0,1.0,0.0,0.0
2016-06-28,0.1208233687775581,0.1208233687775581,0.0,1.0,0.9281992724280137,0.12981453302835558,1.0,0.0,0.0,0.0
2016-06-29,0.1531264295330086,0.1531264295330086,0.0,1.0,0.9003479878117819,0.13540788783236776,1.0,0.0,0.0,0.0
2016-06-30,0.1118707551159488,0.1118707551159488,0.0,1.0,0.8589919221751933,0.048619434558997476,0.0,1.0,0.0,0.0
2016-07-01,0.05402205222559934,0.05402205222559934,0.0,1.0,0.8411243290577689,0.12350500567270149,1.0,0.0,0.0,0.0
2016-07-05,0.26810791049410354,0.26810791049410354,0.0,1.0,0.8212206156807969,-1.0,1.0,0.0,0.0,0.0
2016-07-06,0.19864294850034947,0.19864294850034947,0.0,1.0,0.8414953877006814,-1.0,1.0,0.0,0.0,0.0
2016-07-07,0.16049924879237756,0.16049924879237756,0.0,1.0,0.7960361703853537,-1.0,0.0,1.0,0.0,0.0
2016-07-08,-0.04827269266259177,-0.04827269266259177,0.0,1.0,0.7976723475017657,-1.0,0.0,1.0,0.0,0.0
2016-07-11,-0.1499865525441586,-0.1499865525441586,0.0,1.0,0.7714512186611397,-1.0,0.0,1.0,0.0,0.0
2016-07-12,-0.3287012028461286,-0.3287012028461286,0.0,1.0,0.3095769480227121,-1.0,0.0,1.0,0.0,0.0
2016-07-13,-0.11445091348662752,-0.11445091348662752,0.0,1.0,0.10585951577667496,-0.9666176406158109,1.0,0.0,0.0,0.0
2016-07-14,-0.06577066525175829,-0.06577066525175829,0.0,1.0,0.07935691707235319,-0.8759729358440222,1.0,0.0,0.0,0.0
2016-07-15,-0.3199762880201379,-0.3199762880201379,0.0,1.0,0.05380094527229478,-0.8365373557572986,0.0,1.0,0.0,0.0
2016-07-18,-0.3173353593195203,-0.3173353593195203,0.0,1.0,-0.21075741524560437,-0.7855037317231797,0.0,1.0,0.0,0.0
2016-07-19,-0.17953904958318884,-0.17953904958318884,0.0,1.0,-0.23057675167896152,-0.7361752824513469,1.0,0.0,0.0,0.0
2016-07-20,-0.3268017365162126,-0.3268017365162126,0.0,1.0,-0.3803716484869135,-0.6748194087108133,0.0,1.0,0.0,0.0
2016-07-21,-0.2753021116402746,-0.2753021116402746,0.0,1.0,-0.3537936917512344,-0.6687599581814414,1.0,0.0,0.0,0.0
2016-07-22,-0.20969630237700074,-0.20969630237700074,0.0,1.0,-0.3668828617463894,-0.6454266035235983,1.0,0.0,0.0,0.0
2016-07-25,-0.27200036797355437,-0.27200036797355437,0.0,1.0,-0.4580421659781247,-0.7211805729937854,0.0,1.0,0.0,0.0
2016-07-26,-0.24072153345220704,-0.24072153345220704,0.0,1.0,-0.6539864263323726,-0.8808764128887888,0.0,1.0,0.0,0.0
2016-07-27,-0.3988792844580123,-0.3988792844580123,0.0,1.0,-0.6480854512169189,-1.0,0.0,1.0,0.0,0.0
2016-07-28,-0.4344217759493784,-0.4344217759493784,0.0,1.0,-0.6357441142472714,-0.9357097508019108,1.0,0.0,0.0,0.0
2016-07-29,-0.40693392069707474,-0.40693392069707474,0.0,1.0,-0.5912972711323523,-0.7580012307211261,1.0,0.0,0.0,0.0
2016-08-01,-0.41492148909572685,-0.41492148909572685,0.0,1.0,-0.5847766160955411,-0.9093804658426871,1.0,0.0,0.0,0.0
2016-08-02,-0.28879590780352105,-0.28879590780352105,0.0,1.0,-0.6310152113607801,-0.8888773347632299,1.0,0.0,0.0,0.0
2016-08-03,-0.4248656403851187,-0.4248656403851187,0.0,1.0,-0.6198502030860146,-0.7844334853363275,1.0,0.0,0.0,0.0
2016-08-04,-0.6000305702800327,-0.6000305702800327,0.0,1.0,-0.504402966045926,0.7590615589987483,1.0,0.0,0.0,0.0
2016-08-05,-0.8308487115970589,-0.8308487115970589,0.0,1.0,-0.5161660555151768,0.7657465622568872,0.0,1.0,0.0,0.0
2016-08-08,-0.7866409234348982,-0.7866409234348982,0.0,1.0,-0.5309043959796893,0.8165169296320922,0.0,1.0,0.0,0.0
2016-08-09,-0.7141002573723826,-0.7141002573723826,0.0,1.0,-0.58481048377145,0.8896032773914374,1.0,0.0,0.0,0.0
2016-08-10,-0.576142712047241,-0.576142712047241,0.0,1.0,-0.626310997454354,0.9459931103588164,0.0,1.0,0.0,0.0
2016-08-11,-0.412155268625182,-0.412155268625182,0.0,1.0,-0.5355638515695166,0.9878667315914159,1.0,0.0,0.0,0.0
2016-08-12,-0.538587944180562,-0.538587944180562,0.0,1.0,-0.5759614064324433,0.9516685821133846,0.0,1.0,0.0,0.0
2016-08-15,-0.26837374782690554,-0.26837374782690554,0.0,1.0,-0.4492140697440929,0.9123175745980145,1.0,0.0,0.0,0.0
2016-08-16,-0.43076867364564697,-0.43076867364564697,0.0,1.0,-0.36805511087997583,0.9021834416762322,0.0,1.0,0.0,0.0
2016-08-17,-0.44123276268967754,-0.44123276268967754,0.0,1.0,-0.39250753789318077,0.9639238219221726,1.0,0.0,0.0,0.0
2016-08-18,-0.6121877566861376,-0.6121877566861376,0.0,1.0,-0.37219069711083996,0.9381645546373053,1.0,0.0,0.0,0.0
2016-08-19,-0.6794943746553054,-0.6794943746553054,0.0,1.0,-0.3273922526353512,0.9065237682744977,0.0,1.0,0.0,0.0
2016-08-22,-0.7743450276904836,-0.7743450276904836,0.0,1.0,-0.3285424680909045,0.878106880318624,1.0,0.0,0.0,0.0
2016-08-23,-0.7362242256082606,-0.7362242256082606,0.0,1.0,-0.281842808767076,0.8310654038206795,1.0,0.0,0.0,0.0
2016-08-24,-0.4714079472475784,-0.4714079472475784,0.0,1.0,-0.30332297487102544,0.8945579417767094,0.0,1.0,0.0,0.0
2016-08-25,-0.508112338937676,-0.508112338937676,0.0,1.0,-0.29792649730852333,0.860549978451755,0.0,1.0,0.0,0.0
2016-08-26,-0.4206055026499747,-0.4206055026499747,0.0,1.0,-0.29588431058135595,0.8406831955782913,1.0,0.0,0.0,0.0
2016-08-29,-0.43629119405500516,-0.43629119405500516,0.0,1.0,-0.29376918515902967,0.8284540205434843,0.0,1.0,0.0,0.0
2016-08-30,-0.30724181172098647,-0.30724181172098647,0.0,1.0,-0.282377756083723,0.9822365225072488,1.0,0.0,0.0,0.0
2016-08-31,-0.3807606625885334,-0.3807606625885334,0.0,1.0,-0.28351174035844184,0.9605039777275524,0.0,1.0,0.0,0.0
2016-09-01,-0.420562004935262,-0.420562004935262,0.0,1.0,-0.3748395604789009,-0.051510552001118766,1.0,0.0,0.0,0.0
2016-09-02,-0.4618406595390661,-0.4618406595390661,0.0,1.0,-0.4685091405731876,-0.0380481417618752,1.0,0.0,0.0,0.0
2016-09-06,-0.5367775961201019,-0.5367775961201019,0.0,1.0,-0.45895455316823786,0.008256515089321364,1.0,0.0,0.0,0.0
2016-09-07,-0.6449334074545089,-0.6449334074545089,0.0,1.0,-0.20464070001123835,0.015425601290083961,0.0,1.0,0.0,0.0
2016-09-08,-0.7829166552932377,-0.7829166552932377,0.0,1.0,-0.08224997050529316,-0.09903593784412587,1.0,0.0,0.0,0.0
2016-09-09,-0.4928329631805011,-0.4928329631805011,0.0,1.0,-0.10155978926140337,-0.06364461342521902,1.0,0.0,0.0,0.0
2016-09-12,-0.6700472008995003,-0.6700472008995003,0.0,1.0,-0.0946162593041272,-0.03246713968483281,1.0,0.0,0.0,0.0
2016-09-13,-0.44216937930135364,-0.44216937930135364,0.0,1.0,-0.13472456443247322,-0.025333915579280324,1.0,0.0,0.0,0.0
2016-09-14,-0.691761210351067,-0.691761210351067,0.0,1.0,-0.25481704725768484,0.006952212210125409,1.0,0.0,0.0,0.0
2016-09-15,-0.874055178867002,-0.874055178867002,0.0,1.0,-0.13778754648375863,0.011173057993809086,1.0,0.0,0.0,0.0
2016-09-16,-0.9221779728973915,-0.9221779728973915,0.0,1.0,-0.1309643845407796,-0.011815393638811698,1.0,0.0,0.0,0.0
2016-09-19,-1.0,-1.0,0.0,1.0,-0.04171804594627748,-0.01557245648082956,0.0,1.0,0.0,0.0
2016-09-20,-1.0,-1.0,0.0,1.0,0.06946007082393706,-0.01959360970834042,1.0,0.0,0.0,0.0
2016-09-21,-1.0,-1.0,0.0,1.0,0.21085605261096152,0.030253905671290476,1.0,0.0,0.0,0.0
2016-09-22,-1.0,-1.0,0.0,1.0,0.18980302108194377,-0.27954009719387846,0.0,1.0,0.0,0.0
2016-09-23,-1.0,-1.0,0.0,1.0,0.27372096599249246,-0.27996963290393934,1.0,0.0,0.0,0.0
2016-09-26,-1.0,-1.0,0.0,1.0,0.2604075398458729,-0.27662965127951034,1.0,0.0,0.0,0.0
2016-09-27,-1.0,-1.0,0.0,1.0,0.30404380561403066,-0.2710502146012904,0.0,1.0,0.0,0.0
2016-09-28,-0.8980972202626798,-0.8980972202626798,0.0,1.0,0.32373622111310896,0.4137278292059258,0.0,1.0,0.0,0.0
2016-09-29,-0.49123077961165923,-0.49123077961165923,0.0,1.0,0.4823376974310837,0.49547709107277205,0.0,1.0,0.0,0.0
2016-09-30,-0.7389506847619257,-0.7389506847619257,0.0,1.0,0.5927262943300329,0.49057965638637974,1.0,0.0,0.0,0.0
2016-10-03,-0.9695162689005844,-0.9695162689005844,0.0,1.0,0.9669560621685821,0.47304278147976364,0.0,1.0,0.0,0.0
2016-10-04,-0.8005373351736185,-0.8005373351736185,0.0,1.0,1.0,0.4241846924684764,0.0,1.0,0.0,0.0
2016-10-05,-1.0,-1.0,0.0,1.0,1.0,0.435365468813192,1.0,0.0,0.0,0.0
2016-10-06,-1.0,-1.0,0.0,1.0,1.0,0.40455783050787336,0.0,1.0,0.0,0.0
2016-10-07,-0.8114471580072398,-0.8114471580072398,0.0,1.0,1.0,0.37081758967097467,1.0,0.0,0.0,0.0
2016-10-10,-0.8807329297077979,-0.8807329297077979,0.0,1.0,1.0,0.34525285582766957,0.0,1.0,0.0,0.0
2016-10-11,-0.6607188649471798,-0.6607188649471798,0.0,1.0,1.0,0.3322069290356925,1.0,0.0,0.0,0.0
2016-10-12,-0.34747422490055985,-0.34747422490055985,0.0,1.0,1.0,0.281882854826043,0.0,1.0,0.0,0.0
2016-10-13,0.016195997241262788,0.016195997241262788,0.0,1.0,1.0,0.25136279548506596,1.0,0.0,0.0,0.0
2016-10-14,0.2976467273072316,0.2976467273072316,0.0,1.0,1.0,0.237738195565573,0.0,1.0,0.0,0.0
2016-10-17,0.31504683998808464,0.31504683998808464,0.0,1.0,1.0,0.23348330309786133,1.0,0.0,0.0,0.0
